Requirement ID,Authoritative file,Block SHA-256,Direct fields parsed,Direct fields unresolved,Result,Defect details
KBDL-A11Y-001,accessibility.md,259153afa1f005f9b1e387a0d8d8452e820383eb24ca22be36211be0c4f973a3,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-007,customization.md,322c7eb57a6c218a0ff67ca93692ab04b7a630ef71b78e8a07c2f7f827335c30,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-008,customization.md,8fc154418eef2b4e7cdac3be3b5357651be427ec7e952ff1ad48f3b2c1b65d93,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-009,customization.md,2c8488d3b10fb4cfb95d9e1b3f9586e44971ca2b1ed458e5a114f1e3128c9107,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-010,customization.md,da3838ce1cdeab327a833e44400022166b4ccf996328960031621964f282ac87,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-011,customization.md,cede9142b2dc92883cda41cbce57cc5a95762523eeba5ad66f6fc2e94adc4a7a,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-012,customization.md,e49a753952c3a6e56e5ce3616545acff91547bb6ccd7d188c33b44c8f5c32af8,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-013,customization.md,b254b4aca5ec348410b255b860dd29d7a6817c36bfb933c662912d30657e9fb0,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-014,customization.md,fcb1458ca8f11f177dfe54151351bdd491cd10049e1b7340c74d52b76cf83d26,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-015,customization.md,1343d0ed4969d2c09e43b578f1621ab920cc5f99e8cb067d385d77c78c233fc5,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-016,customization.md,994a7444b794a865ff6d4cb6f7101bd316457905ac7051b7c15366cc27ab9074,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-017,customization.md,0a8db460b5f7513eb79536074762fe124d0c94863a101b758362ce9d0f68f0ca,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-018,customization.md,977c32716e0bcf424cb67a28a128fbc6ce949e03c280208558c0c0f2031c9149,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-019,customization.md,7fd71093a81e3d14b11eb130746d853dc4af16869223c425c7ee9e14dbbe308d,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-020,customization.md,5d331e1932b546a02c38c4547b5ff792fed36d288c6d84633612fd5c60a54d36,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-021,customization.md,cec61205072e92ec1bab3d89057d8f085a2f982ff0f94447a60b309188241637,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-022,customization.md,bfeb6283b42a795990d10840ec28c80b9561099f7fda4a3449c5334677ea09ab,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-023,customization.md,6c2abe673f1ecd8891b8c3ad13991eab0fb9ed093cbfc190eb75096d3f6deafe,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-024,customization.md,c384620a4044e84e727884b0acdd68f7d1a2cad5d9c54b66ef7a167908fe9347,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-025,customization.md,70492f56dc899fd5aeda560f003c9226c87c22656d3eff7ae17cbc4dbf6708c5,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-026,customization.md,dd9fc9f6b200819fb724ba4e63e48067d2c1beb5d0359f73ac55256566a4e497,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-027,customization.md,a60ab1e3d280a3e1861b69b4bbc647569ccff7f515b6376732210def87401c5f,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-028,customization.md,d449179e9e63b27e2e6b3aa9b0ef3f61749e018c98be755e09ffcfae953676c7,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-029,customization.md,b0ac7140ee83d3ded1572ec5c03e6db6a50b45585ddf7212942b88075fac1ee4,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-CUS-030,customization.md,6ecaadb758f459d44b1fdf828525715234943204539a950dd659d5230041f002,Specification location; Lifecycle status; Provenance; Validation classification; Authority; Validation method; Known limitation; Pending dependencies,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Validation evidence; Packet or tracking destination; Related decision; Notes or exclusions,PASS,None
KBDL-FND-001,foundations/README.md,b1062bdf49ed9591fed063471b5e32993b014231e48b97439c2e807566541817,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-002,foundations/README.md,d45fb4ff742a674e5f282a32c2e844ee79f3aa6335bb6665b5472913e9eb844a,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-003,foundations/README.md,2050c8866bba848aef94840c62a827d894be7949dc16a1b65d9c7f931f5de244,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-004,foundations/README.md,003b8cb84efd688c489d51bb91194c3166f7f28cadf86b877afb5031d4694fe3,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-005,foundations/README.md,19d44071fba10cf85d5bf6c9e6fb6e0910ce56a15b6dc4bb648b652bec61558e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-006,foundations/README.md,a6087285ffaf0909a5437166eb3d80cdb3748ce6c6fd8057aec4a7d0fe9654a7,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-007,foundations/README.md,444a8410b5a99d82135b67039424179c714ec1fda69e0cd8ef27662291092a52,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-008,foundations/README.md,f2d20799ff7268ea62df3c9b139185031e8b6c50610ed1e3ff2e2ef0af53ed99,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-009,foundations/README.md,2a6651df5be05e887b6f46d8c1ae1af3964477bc69e5657fc5293f193b328fd0,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-010,foundations/README.md,6effd8d13b7d6bc8607eb00188c4ab4b1ae0f932575b71e062e92414562fda11,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-011,foundations/README.md,f057f70f9ddc4be7d66c7526b5b616361084a811e45a9280c9cf0669559d52b2,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-FND-012,foundations/README.md,18ce8df1d2d02cb91d99743243bf6de8a5a7af4a8f1081c37f10cd0d5f8f48d6,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-GOV-001,governance.md,6cb7a70dfeb550f83e37d3d8e5999b54a692c78b64dfdfd8a4db805fc6c749e5,None,Blueprint section; Roadmap prompt; Specification location; Lifecycle status; Provenance; Validation classification; Verified scope; Not-verified scope; Authority; Validation method; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-GOV-002,governance.md,ebbaaf66d8a48dda713197719e4a201bb36f3a757fa328feae5e36cff338fd2b,None,Blueprint section; Roadmap prompt; Specification location; Lifecycle status; Provenance; Validation classification; Verified scope; Not-verified scope; Authority; Validation method; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-GOV-003,governance.md,c5e8b32e9a7753755b2c2400da56bf93744a8f2e570d43a5cfcc4b0a93079bc6,None,Blueprint section; Roadmap prompt; Specification location; Lifecycle status; Provenance; Validation classification; Verified scope; Not-verified scope; Authority; Validation method; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-001,motion/README.md,c021e1a882f84ecf42ee8e33e5a6d84465987b0ff72f57a9df38bac2ff7a43bc,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-002,motion/README.md,c48455a2bd831755454baa0bba461a22930068866f6b628a1ed8b553bc71fdc1,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-003,motion/README.md,88bfbc41ce79680b10b59278ac6f35904e8b656f7e033a9952524bd1a43ef569,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-004,motion/README.md,ae8ddb3847ca8c2301766b091c8f9310aad909c6f8f804daa68fcaea61706200,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-005,motion/README.md,86ca7d099637279cc68d34df22839311649a5c04d2d9f718f7db30ced61df054,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-006,motion/README.md,aee6d2122ed5fa34b0cab71407d0d2e1361ce2848a28ca9fd4458d37710fe0b6,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-007,motion/README.md,b16f0331c4768d19fe26ff22bd589710a9116c3b35cdb2631b5d65168608b435,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-008,motion/README.md,2d3925dcf2d13556dcdedd3d01f3dad4fb92841aeba2b84ee4b1dbca86fa68d0,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-009,motion/README.md,b0fcc3e0ad65837916c7c7011b9d4261b4da1d75bd87083313b19f57bec93dc5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-010,motion/README.md,d97c896b9d6abc167ca922eaead8a8c1e5d904724c51702df38f31e1485f4a09,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-011,motion/README.md,24a4674f6784a876b06634944f159452705c7f6b0561687a9fa5948153c3fbc4,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-012,motion/README.md,1290d4f43180d04e926dc47ecc4d83681da4ab42979f903edc7ee95d8c435ccc,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-013,motion/README.md,ca784d6e4090621526248e54390547ae0759385a47c2bfec8a0f17b27e83c780,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-014,motion/README.md,0b1a099144b6ea595a37096c55fc34eac667063131e72d832a8e55020002b3af,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-015,motion/README.md,424798f473025d992c9536026b0ba1787dcba5ab95b1b588c877d4bc58e956f5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-016,motion/README.md,1faaf6d1dae41aff9505c712c7d4ecdeff01bd4618f1fafcce6201e6743b80bc,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-017,motion/README.md,3305fd1aed762048b0ec3a44dc638e5b3e2db1209e6708ba32f461d0b93a6cea,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-018,motion/README.md,e41d8de327eb78ec7ed377e47a0a2edb6e7326989fa29a84a754ce4d5d205b52,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-019,motion/README.md,f6d0d99c9ee6b514962801e11fe42e6255b58cc34480490a8a5f46a745f42a0e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-020,motion/README.md,01e328e9ff2d3ed630382516c181cd022659f7bff155a685dffc49a7af5ca33a,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-021,motion/README.md,507c8428dfeda04f039d34f8ce64afcc4ef9438fcf53ec15421c271cfd484ceb,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-022,motion/README.md,f430ef9b62b7046e90bab63356cce35da170591940636d840430b40f4a4caae5,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-023,motion/README.md,c4a3d8aeaa071991b994d2b28820963735eac4859efe8cd6abb74cf3778a7b65,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-024,motion/README.md,657abd8f4ee7bf8447d62a112e27041bd620e995202488848d053c44499eb908,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-025,motion/README.md,2b7a6970446663b166abffa267eb8d04b4587abf748c7dbcebd3c60df00228f8,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-026,motion/README.md,acf28ca92ae6e3486af191b8b959e629b8668185d0f5e0d333ae6c4e0b3175f7,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-027,motion/README.md,1412c5e72bd3fdad04cf5242a55b3ab520f592d7c1b944a5d5831da2df6c632e,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-028,motion/README.md,ba6c99ca50e751c88b09550580aac4ac14914d5bdf2f7731df2fc27c16d04f94,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-029,motion/README.md,f2dd67ec145dd05a0d777b1fb5f1e4ab863e3df03c36a3cef988b46e4f2a2f15,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-030,motion/README.md,429782f5993be6c6d337a09c14fabf82e4bc222eab97865f11c74873c5bb5874,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-031,motion/README.md,a2b1ad052fdc87f974521e655fff521cd879be112b8cbc57d4f007378cf4dab3,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-032,motion/README.md,cb9ed8a5fbe843c92dcf4bcd2fa781b39e26aba2234a83711accb5961b2a24a3,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-033,motion/README.md,9e777e29d70da1a4fcde2c6e9dc5e5c752c2653a587f5ca0e5a36bae8e8a70f2,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-MOT-034,motion/README.md,ce47c895ea6c5e3b7796d4691ae915031ebd295f67649ddafda95b0b8f6de423,Specification location; Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-PRN-001,principles.md,e9af7f46c1ff1d291a1e89d07fdc6bb89623b8709e15860bbb47ff72ac064598,Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Specification location; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-PRN-002,principles.md,1ed088d35b891c7866dc3921421669840578ef19efea3db1310bd37d5a468b1a,Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Specification location; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-PRN-003,principles.md,2584550dbbdab21c6fda3c290a9715f5b442fc1deb8992fd908c7c8d34fd62b8,Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Specification location; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-PRN-004,principles.md,a7caa8cd152f474b8b31aa3c9d1d5481bd6cfb7f7f44e8d942609272eb6270f8,Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Specification location; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-PRN-005,principles.md,13f9376c3e356f794a120c004467c1d3330668a976a87b75213e77e35ca2b771,Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Specification location; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
KBDL-PRN-006,principles.md,76343d268adbbf592003e0875928198f73e883bbaebf285b479dd9d92b56228d,Lifecycle status; Provenance; Validation classification; Validation method,Blueprint section; Roadmap prompt; Specification location; Verified scope; Not-verified scope; Authority; Validation evidence; Known limitation; Packet or tracking destination; Pending dependencies; Related decision; Notes or exclusions,PASS,None
