Requirement ID,Field name,Group heading,Value classification,Parsed value,Raw group field
KBDL-RSP-013,Lifecycle status,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-014,Lifecycle status,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-017,Lifecycle status,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-018,Lifecycle status,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-019,Lifecycle status,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-013,Provenance,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-014,Provenance,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-017,Provenance,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-018,Provenance,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-019,Provenance,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-013,Validation classification,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified,Not verified
KBDL-RSP-014,Validation classification,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified,Not verified
KBDL-RSP-017,Validation classification,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified,Not verified
KBDL-RSP-018,Validation classification,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified,Not verified
KBDL-RSP-019,Validation classification,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified,Not verified
KBDL-RSP-013,Authority,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-014,Authority,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-017,Authority,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-018,Authority,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-019,Authority,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-013,Validation method,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"Manual keyboard-focus, device, and cross-input testing once implemented.","Manual keyboard-focus, device, and cross-input testing once implemented."
KBDL-RSP-014,Validation method,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"Manual keyboard-focus, device, and cross-input testing once implemented.","Manual keyboard-focus, device, and cross-input testing once implemented."
KBDL-RSP-017,Validation method,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"Manual keyboard-focus, device, and cross-input testing once implemented.","Manual keyboard-focus, device, and cross-input testing once implemented."
KBDL-RSP-018,Validation method,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"Manual keyboard-focus, device, and cross-input testing once implemented.","Manual keyboard-focus, device, and cross-input testing once implemented."
KBDL-RSP-019,Validation method,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"Manual keyboard-focus, device, and cross-input testing once implemented.","Manual keyboard-focus, device, and cross-input testing once implemented."
KBDL-RSP-013,Validation evidence,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified — no implementation exists yet.,Not verified — no implementation exists yet.
KBDL-RSP-014,Validation evidence,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified — no implementation exists yet.,Not verified — no implementation exists yet.
KBDL-RSP-017,Validation evidence,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified — no implementation exists yet.,Not verified — no implementation exists yet.
KBDL-RSP-018,Validation evidence,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified — no implementation exists yet.,Not verified — no implementation exists yet.
KBDL-RSP-019,Validation evidence,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Not verified — no implementation exists yet.,Not verified — no implementation exists yet.
KBDL-RSP-013,Known limitation,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Implementation- and device-dependent.,Implementation- and device-dependent.
KBDL-RSP-014,Known limitation,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Implementation- and device-dependent.,Implementation- and device-dependent.
KBDL-RSP-017,Known limitation,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Implementation- and device-dependent.,Implementation- and device-dependent.
KBDL-RSP-018,Known limitation,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Implementation- and device-dependent.,Implementation- and device-dependent.
KBDL-RSP-019,Known limitation,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,Implementation- and device-dependent.,Implementation- and device-dependent.
KBDL-RSP-013,Packet or tracking destination,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-014,Packet or tracking destination,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-017,Packet or tracking destination,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-018,Packet or tracking destination,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-019,Packet or tracking destination,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-013,Pending dependencies,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-014,Pending dependencies,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-017,Pending dependencies,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-018,Pending dependencies,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-019,Pending dependencies,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Missing,MISSING,MISSING
KBDL-RSP-013,Related decision,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,`KBDL-DEC-010`.,`KBDL-DEC-010`.
KBDL-RSP-014,Related decision,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,`KBDL-DEC-010`.,`KBDL-DEC-010`.
KBDL-RSP-017,Related decision,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,`KBDL-DEC-010`.,`KBDL-DEC-010`.
KBDL-RSP-018,Related decision,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,`KBDL-DEC-010`.,`KBDL-DEC-010`.
KBDL-RSP-019,Related decision,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,`KBDL-DEC-010`.,`KBDL-DEC-010`.
KBDL-RSP-013,Notes or exclusions,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006.","No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006."
KBDL-RSP-014,Notes or exclusions,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006.","No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006."
KBDL-RSP-017,Notes or exclusions,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006.","No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006."
KBDL-RSP-018,Notes or exclusions,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006.","No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006."
KBDL-RSP-019,Notes or exclusions,"Sticky regions, safe areas, virtual keyboard, and input parity (KBDL-RSP-013, KBDL-RSP-014, KBDL-RSP-017, KBDL-RSP-018, KBDL-RSP-019)",Uniform default,"No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006.","No new policy; these resolve the ""detailed responsive breakpoint and layout rules"" that `motion/accessibility-performance.md §4` explicitly deferred to KBDL-006."
KBDL-RSP-021,Blueprint section,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Responsive motion behavior; performance and low-capability contexts,Responsive motion behavior; performance and low-capability contexts
KBDL-RSP-022,Blueprint section,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Responsive motion behavior; performance and low-capability contexts,Responsive motion behavior; performance and low-capability contexts
KBDL-RSP-021,Roadmap prompt,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,KBDL-006,KBDL-006
KBDL-RSP-022,Roadmap prompt,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,KBDL-006,KBDL-006
KBDL-RSP-021,Specification location,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,"[responsive.md §26, §27](responsive.md#26-responsive-motion-behavior)","[responsive.md §26, §27](responsive.md#26-responsive-motion-behavior)"
KBDL-RSP-022,Specification location,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,"[responsive.md §26, §27](responsive.md#26-responsive-motion-behavior)","[responsive.md §26, §27](responsive.md#26-responsive-motion-behavior)"
KBDL-RSP-021,Lifecycle status,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-022,Lifecycle status,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-021,Provenance,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-022,Provenance,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-021,Validation classification,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Not verified,Not verified
KBDL-RSP-022,Validation classification,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Not verified,Not verified
KBDL-RSP-021,Authority,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-022,Authority,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-021,Validation method,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Manual review; implementation-level performance measurement once an implementation exists.,Manual review; implementation-level performance measurement once an implementation exists.
KBDL-RSP-022,Validation method,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Manual review; implementation-level performance measurement once an implementation exists.,Manual review; implementation-level performance measurement once an implementation exists.
KBDL-RSP-021,Validation evidence,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Not verified — no implementation exists yet.,Not verified — no implementation exists yet.
KBDL-RSP-022,Validation evidence,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Not verified — no implementation exists yet.,Not verified — no implementation exists yet.
KBDL-RSP-021,Known limitation,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Performance claims cannot be `Verified` without a real implementation to measure.,Performance claims cannot be `Verified` without a real implementation to measure.
KBDL-RSP-022,Known limitation,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Performance claims cannot be `Verified` without a real implementation to measure.,Performance claims cannot be `Verified` without a real implementation to measure.
KBDL-RSP-021,Packet or tracking destination,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-022,Packet or tracking destination,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-021,Pending dependencies,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-022,Pending dependencies,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Missing,MISSING,MISSING
KBDL-RSP-021,Related decision,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,"`KBDL-MOT-006` (motion intensity model, already `Approved` under `KBDL-DEC-014`).","`KBDL-MOT-006` (motion intensity model, already `Approved` under `KBDL-DEC-014`)."
KBDL-RSP-022,Related decision,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,"`KBDL-MOT-006` (motion intensity model, already `Approved` under `KBDL-DEC-014`).","`KBDL-MOT-006` (motion intensity model, already `Approved` under `KBDL-DEC-014`)."
KBDL-RSP-021,Notes or exclusions,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Does not reopen or restate any KBDL-005 timing/easing/reduced-motion value.,Does not reopen or restate any KBDL-005 timing/easing/reduced-motion value.
KBDL-RSP-022,Notes or exclusions,"Responsive motion and performance (KBDL-RSP-021, KBDL-RSP-022)",Uniform default,Does not reopen or restate any KBDL-005 timing/easing/reduced-motion value.,Does not reopen or restate any KBDL-005 timing/easing/reduced-motion value.
KBDL-A11Y-001,Blueprint section,"WCAG 2.2 Level A/AA baseline requirements (KBDL-A11Y-001 through KBDL-A11Y-010, KBDL-A11Y-012 through KBDL-A11Y-020, KBDL-A11Y-022 through KBDL-A11Y-034, KBDL-A11Y-036 through KBDL-A11Y-040)",Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency
KBDL-A11Y-011,Blueprint section,"WCAG 2.2 Level A/AA baseline requirements (KBDL-A11Y-001 through KBDL-A11Y-010, KBDL-A11Y-012 through KBDL-A11Y-020, KBDL-A11Y-022 through KBDL-A11Y-034, KBDL-A11Y-036 through KBDL-A11Y-040)",Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency
KBDL-A11Y-002,Blueprint section,"WCAG 2.2 Level A/AA baseline requirements (KBDL-A11Y-001 through KBDL-A11Y-010, KBDL-A11Y-012 through KBDL-A11Y-020, KBDL-A11Y-022 through KBDL-A11Y-034, KBDL-A11Y-036 through KBDL-A11Y-040)",Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency
KBDL-A11Y-003,Blueprint section,"WCAG 2.2 Level A/AA baseline requirements (KBDL-A11Y-001 through KBDL-A11Y-010, KBDL-A11Y-012 through KBDL-A11Y-020, KBDL-A11Y-022 through KBDL-A11Y-034, KBDL-A11Y-036 through KBDL-A11Y-040)",Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency
KBDL-A11Y-004,Blueprint section,"WCAG 2.2 Level A/AA baseline requirements (KBDL-A11Y-001 through KBDL-A11Y-010, KBDL-A11Y-012 through KBDL-A11Y-020, KBDL-A11Y-022 through KBDL-A11Y-034, KBDL-A11Y-036 through KBDL-A11Y-040)",Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency
KBDL-A11Y-005,Blueprint section,"WCAG 2.2 Level A/AA baseline requirements (KBDL-A11Y-001 through KBDL-A11Y-010, KBDL-A11Y-012 through KBDL-A11Y-020, KBDL-A11Y-022 through KBDL-A11Y-034, KBDL-A11Y-036 through KBDL-A11Y-040)",Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency
KBDL-A11Y-006,Blueprint section,"WCAG 2.2 Level A/AA baseline requirements (KBDL-A11Y-001 through KBDL-A11Y-010, KBDL-A11Y-012 through KBDL-A11Y-020, KBDL-A11Y-022 through KBDL-A11Y-034, KBDL-A11Y-036 through KBDL-A11Y-040)",Uniform default,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency,Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency
