Requirement ID,Field name,Field ownership class,Primary source type,Primary source path,Primary source section or anchor,Derivation rule,Authoritative expected value,Normative-block value,Approved-decision or confirmation value,Ledger value,Readable-group value,Effective value,Precedence result,Conflict result,Validation result,Defect details
KBDL-CMP-074,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-074,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-074,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-074,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,ABSENT,Not applicable,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,GROUP PRESENT,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,Owned fallback applied,None,PASS,None
KBDL-CMP-074,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-074,Derived from exact packet/tracking row; Approved permits explicit None,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 4,ABSENT,Not applicable,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 4,GROUP PRESENT,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 4,Owned fallback applied,None,PASS,None
KBDL-CMP-074,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-074,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-074,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-074,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-074,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-074,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-075,ID parsed from normative block heading,KBDL-CMP-075,KBDL-CMP-075,Not applicable,KBDL-CMP-075,GROUP PRESENT,KBDL-CMP-075,Higher source preserved,None,PASS,None
KBDL-CMP-075,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-075,Administrative grouping derived from readable traceability group,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",ABSENT,Not applicable,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",GROUP PRESENT,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",Owned fallback applied,None,PASS,None
KBDL-CMP-075,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-075,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-075,Derived from normative source file and validated heading anchor,components-system.md#113-menu-surface,[§11.3](#113-menu-surface).,Not applicable,components-system.md#113-menu-surface,GROUP PRESENT,components-system.md#113-menu-surface,Higher source preserved,None,PASS,None
KBDL-CMP-075,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-075,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-075,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-075,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-075,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-075,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-CMP-075,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-075,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-075,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-075,Ledger expression is candidate only; independently resolve every target and scope,Approved (restates the adopted WAI-ARIA 1.2 menu role definitions and the already-Approved KBDL-007 trigger contract),ABSENT,PASS,Approved (restates the adopted WAI-ARIA 1.2 menu role definitions and the already-Approved KBDL-007 trigger contract),GROUP PRESENT,Approved (restates the adopted WAI-ARIA 1.2 menu role definitions and the already-Approved KBDL-007 trigger contract),Owned fallback applied,None,PASS,None
KBDL-CMP-075,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-075,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"Manual ARIA-relationship review once implemented. Menu semantics are used only for menu-like command or choice behavior, never merely for visual dropdown navigation when ordinary links and lists provide correct semantics. The exact interaction model (type- ahead, submenu behavior, closing specifics) is new policy:","Manual ARIA-relationship review once implemented. Menu semantics are used only for menu-like command or choice behavior, never merely for visual dropdown navigation when ordinary links and lists provide correct semantics. The exact interaction model (type- ahead, submenu behavior, closing specifics) is new policy:",Not applicable,"Manual ARIA-relationship review once implemented. Menu semantics are used only for menu-like command or choice behavior, never merely for visual dropdown navigation when ordinary links and lists provide correct semantics. The exact interaction model (type- ahead, submenu behavior, closing specifics) is new policy:",GROUP PRESENT,"Manual ARIA-relationship review once implemented. Menu semantics are used only for menu-like command or choice behavior, never merely for visual dropdown navigation when ordinary links and lists provide correct semantics. The exact interaction model (type- ahead, submenu behavior, closing specifics) is new policy:",Higher source preserved,None,PASS,None
KBDL-CMP-075,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-075,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-075,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,ABSENT,Not applicable,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,GROUP PRESENT,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-075,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-075,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-075,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-075,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-075,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-076,ID parsed from normative block heading,KBDL-CMP-076,KBDL-CMP-076,Not applicable,KBDL-CMP-076,GROUP PRESENT,KBDL-CMP-076,Higher source preserved,None,PASS,None
KBDL-CMP-076,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-076,Administrative grouping derived from readable traceability group,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",ABSENT,Not applicable,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",GROUP PRESENT,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",Owned fallback applied,None,PASS,None
KBDL-CMP-076,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-076,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-076,Derived from normative source file and validated heading anchor,components-system.md#113-menu-surface; components-system.md#33-kbdl-008-decision-packet,"[§11.3](#113-menu-surface), [§33](#33-kbdl-008-decision-packet) item 5.",Not applicable,components-system.md#113-menu-surface; components-system.md#33-kbdl-008-decision-packet,GROUP PRESENT,components-system.md#113-menu-surface; components-system.md#33-kbdl-008-decision-packet,Higher source preserved,None,PASS,None
KBDL-CMP-076,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-076,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Recommended,Recommended,Not applicable,Recommended,GROUP PRESENT,Recommended,Higher source preserved,None,PASS,None
KBDL-CMP-076,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-076,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Assumed,Assumed,Not applicable,Assumed,GROUP PRESENT,Assumed,Higher source preserved,None,PASS,None
KBDL-CMP-076,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-076,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not applicable,Not applicable,Not applicable,Not applicable,GROUP PRESENT,Not applicable,Higher source preserved,None,PASS,None
KBDL-CMP-076,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-076,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-076,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-076,Ledger expression is candidate only; independently resolve every target and scope,Recommended (new component-level interaction policy; the underlying APG menu pattern is not automatically Approved),ABSENT,PASS,Recommended (new component-level interaction policy; the underlying APG menu pattern is not automatically Approved),GROUP PRESENT,Recommended (new component-level interaction policy; the underlying APG menu pattern is not automatically Approved),Owned fallback applied,None,PASS,None
KBDL-CMP-076,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-076,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"Project-owner review (not yet performed). ### 11.4 Listbox Popup Preserves the KBDL-007 combobox input, value, and active-option relationship unchanged.","Project-owner review (not yet performed). ### 11.4 Listbox Popup Preserves the KBDL-007 combobox input, value, and active-option relationship unchanged.",Not applicable,"Project-owner review (not yet performed). ### 11.4 Listbox Popup Preserves the KBDL-007 combobox input, value, and active-option relationship unchanged",GROUP PRESENT,"Project-owner review (not yet performed). ### 11.4 Listbox Popup Preserves the KBDL-007 combobox input, value, and active-option relationship unchanged.",Higher source preserved,None,PASS,None
KBDL-CMP-076,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-076,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-076,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,ABSENT,Not applicable,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,GROUP PRESENT,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-076,Derived from exact packet/tracking row; Approved permits explicit None,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 5,ABSENT,Not applicable,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 5,GROUP PRESENT,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 5,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-076,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-076,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-076,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-076,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-077,ID parsed from normative block heading,KBDL-CMP-077,KBDL-CMP-077,Not applicable,KBDL-CMP-077,GROUP PRESENT,KBDL-CMP-077,Higher source preserved,None,PASS,None
KBDL-CMP-077,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-077,Administrative grouping derived from readable traceability group,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",ABSENT,Not applicable,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",GROUP PRESENT,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",Owned fallback applied,None,PASS,None
KBDL-CMP-077,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-077,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-077,Derived from normative source file and validated heading anchor,components-system.md#114-listbox-popup,[§11.4](#114-listbox-popup).,Not applicable,components-system.md#114-listbox-popup,GROUP PRESENT,components-system.md#114-listbox-popup,Higher source preserved,None,PASS,None
KBDL-CMP-077,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-077,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-077,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-077,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-077,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-077,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-CMP-077,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-077,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-077,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-077,Ledger expression is candidate only; independently resolve every target and scope,Approved (restates the adopted WAI-ARIA 1.2 listbox role definitions and the already-Approved KBDL-007 combobox contract),ABSENT,PASS,Approved (restates the adopted WAI-ARIA 1.2 listbox role definitions and the already-Approved KBDL-007 combobox contract),GROUP PRESENT,Approved (restates the adopted WAI-ARIA 1.2 listbox role definitions and the already-Approved KBDL-007 combobox contract),Owned fallback applied,None,PASS,None
KBDL-CMP-077,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-077,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Manual ARIA-relationship review once implemented. ### 11.5 Dialog A viewport-level or anchored surface with an accessible name (via `aria-labelledby`) and optional description (via `aria-describedby`).,Manual ARIA-relationship review once implemented. ### 11.5 Dialog A viewport-level or anchored surface with an accessible name (via `aria-labelledby`) and optional description (via `aria-describedby`).,Not applicable,Manual ARIA-relationship review once implemented. ### 11.5 Dialog A viewport-level or anchored surface with an accessible name (via aria-labelledby) and optional description (via aria-describedby),GROUP PRESENT,Manual ARIA-relationship review once implemented. ### 11.5 Dialog A viewport-level or anchored surface with an accessible name (via `aria-labelledby`) and optional description (via `aria-describedby`).,Higher source preserved,None,PASS,None
KBDL-CMP-077,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-077,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-077,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,ABSENT,Not applicable,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,GROUP PRESENT,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-077,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-077,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-077,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-077,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-077,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-078,ID parsed from normative block heading,KBDL-CMP-078,KBDL-CMP-078,Not applicable,KBDL-CMP-078,GROUP PRESENT,KBDL-CMP-078,Higher source preserved,None,PASS,None
KBDL-CMP-078,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-078,Administrative grouping derived from readable traceability group,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",ABSENT,Not applicable,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",GROUP PRESENT,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",Owned fallback applied,None,PASS,None
KBDL-CMP-078,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-078,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-078,Derived from normative source file and validated heading anchor,components-system.md#115-dialog,[§11.5](#115-dialog).,Not applicable,components-system.md#115-dialog,GROUP PRESENT,components-system.md#115-dialog,Higher source preserved,None,PASS,None
KBDL-CMP-078,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-078,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-078,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-078,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-078,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-078,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-CMP-078,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-078,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-078,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
