Requirement ID,Independent authority source,Expected authority,Effective authority,Targets,Invalid targets,Resolved
KBDL-PRN-006,principles.md authoritative block/prompt state,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,Prompt/standard,None,True
KBDL-PRN-007,principles.md authoritative block/prompt state,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,Prompt/standard,None,True
KBDL-PRN-008,principles.md authoritative block/prompt state,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,Project-owner-approved KBDL-002 implementation prompt; authoritative provenance: User-provided,Prompt/standard,None,True
KBDL-PRO-001,profiles.md authoritative block/prompt state,"restates and consolidates the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, and KBDL-CMP-066, each of which independently requires shared architecture in its own module","restates and consolidates the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, and KBDL-CMP-066, each of which independently requires shared architecture in its own module",KBDL-A11Y-040; KBDL-CMP-051; KBDL-CMP-066; KBDL-FND-008; KBDL-MOT-026; KBDL-PRN-007; KBDL-THM-006,None,True
KBDL-PRO-002,profiles.md authoritative block/prompt state,"the accessibility-preference distinction restates the already-Approved independence of reduced-motion and forced-colors preferences from any presentational grouping, accessibility.md §44; the complete terminology distinction is an explicit mandatory clause of the approved KBDL-009 prompt's Terminology section","the accessibility-preference distinction restates the already-Approved independence of reduced-motion and forced-colors preferences from any presentational grouping, accessibility.md §44; the complete terminology distinction is an explicit mandatory clause of the approved KBDL-009 prompt's Terminology section",Prompt/standard,None,True
KBDL-PRO-003,profiles.md authoritative block/prompt state,"restates principles.md §9.4 and the design-decision hierarchy, principles.md §8","restates principles.md §9.4 and the design-decision hierarchy, principles.md §8; project-owner-approved KBDL-009 implementation prompt",Prompt/standard,None,True
KBDL-PRO-004,profiles.md authoritative block/prompt state,restates principles.md §5.2 and the already-Approved per-module profile-interpretation sections cited in §3,restates principles.md §5.2 and the already-Approved per-module profile-interpretation sections cited in §3; project-owner-approved KBDL-009 implementation prompt,Prompt/standard,None,True
KBDL-PRO-005,profiles.md authoritative block/prompt state,restates principles.md §5.3,restates principles.md §5.3; project-owner-approved KBDL-009 implementation prompt,Prompt/standard,None,True
KBDL-PRO-006,profiles.md authoritative block/prompt state,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt's Locked/Controlled/ Open section","scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt's Locked/Controlled/ Open section",Prompt/standard,None,True
KBDL-PRO-007,profiles.md authoritative block/prompt state,the required field list is an explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section,the required field list is an explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section,Prompt/standard,None,True
KBDL-PRO-008,profiles.md authoritative block/prompt state,"explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section; also extends the already-Approved Accessibility by Default principle, principles.md §6.8","explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section; also extends the already-Approved Accessibility by Default principle, principles.md §6.8",Prompt/standard,None,True
KBDL-PRO-010,profiles.md authoritative block/prompt state,"consolidates the already-Approved Showcase interpretation already established in principles.md §9.1, foundations/README.md §4.1, themes/README.md §8 Showcase, motion/patterns.md §10.1, and responsive.md §28","consolidates the already-Approved Showcase interpretation already established in principles.md §9.1, foundations/README.md §4.1, themes/README.md §8 Showcase, motion/patterns.md §10.1, and responsive.md §28; project-owner-approved KBDL-009 implementation prompt",Prompt/standard,None,True
KBDL-PRO-011,profiles.md authoritative block/prompt state,"consolidates the already-Approved Precision interpretation in principles.md §9.2, foundations/README.md §4.2, themes/README.md §8 Precision, motion/patterns.md §10.2, and responsive.md §29","consolidates the already-Approved Precision interpretation in principles.md §9.2, foundations/README.md §4.2, themes/README.md §8 Precision, motion/patterns.md §10.2, and responsive.md §29; project-owner-approved KBDL-009 implementation prompt",Prompt/standard,None,True
KBDL-PRO-012,profiles.md authoritative block/prompt state,"consolidates the already-Approved Flow interpretation in principles.md §9.3, foundations/README.md §4.3, themes/README.md §8 Flow, motion/patterns.md §10.3, and responsive.md §30","consolidates the already-Approved Flow interpretation in principles.md §9.3, foundations/README.md §4.3, themes/README.md §8 Flow, motion/patterns.md §10.3, and responsive.md §30; project-owner-approved KBDL-009 implementation prompt",Prompt/standard,None,True
KBDL-PRO-013,profiles.md authoritative block/prompt state,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-055 hover-independent- discoverability prohibition, KBDL-CMP-072 tooltip-naming- independence rule, and KBDL-CMP-107 carousel pause/stop/hide requirement","restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-055 hover-independent- discoverability prohibition, KBDL-CMP-072 tooltip-naming- independence rule, and KBDL-CMP-107 carousel pause/stop/hide requirement",KBDL-CMP-051; KBDL-CMP-055; KBDL-CMP-066; KBDL-CMP-072; KBDL-CMP-107,None,True
KBDL-PRO-014,profiles.md authoritative block/prompt state,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-010 WCAG 24×24 target- size minimum, KBDL-CMP-070 native-table/grid-misuse prohibition, and KBDL-CMP-055 hover-independent-discoverability prohibition","restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-010 WCAG 24×24 target- size minimum, KBDL-CMP-070 native-table/grid-misuse prohibition, and KBDL-CMP-055 hover-independent-discoverability prohibition",KBDL-CMP-010; KBDL-CMP-051; KBDL-CMP-055; KBDL-CMP-066; KBDL-CMP-070,None,True
KBDL-PRO-015,profiles.md authoritative block/prompt state,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, and KBDL-CMP-090 toast critical-information-persistence requirement","restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, and KBDL-CMP-090 toast critical-information-persistence requirement",KBDL-CMP-051; KBDL-CMP-066; KBDL-CMP-090,None,True
KBDL-PRO-019,profiles.md authoritative block/prompt state,"restates the already-Approved KBDL-PRN-003, extended explicitly to per-profile mapping","restates the already-Approved KBDL-PRN-003, extended explicitly to per-profile mapping",KBDL-PRN-003,None,True
KBDL-PRO-020,profiles.md authoritative block/prompt state,restates and extends the already- Approved KBDL-CMP-051 explicitly to this module's own mapping,restates and extends the already- Approved KBDL-CMP-051 explicitly to this module's own mapping,KBDL-CMP-051,None,True
KBDL-PRO-021,profiles.md authoritative block/prompt state,restates and extends the already- Approved KBDL-CMP-066 explicitly to this module's own mapping,restates and extends the already- Approved KBDL-CMP-066 explicitly to this module's own mapping,KBDL-CMP-066,None,True
KBDL-PRO-022,profiles.md authoritative block/prompt state,"restates the already-Approved Consumer Comprehension principle, principles.md §6.3, and the already-Approved KBDL-CMP-101/103 honest-system-state- communication rules","restates the already-Approved Consumer Comprehension principle, principles.md §6.3, and the already-Approved KBDL-CMP-101/103 honest-system-state- communication rules",KBDL-CMP-101,None,True
KBDL-PRO-023,profiles.md authoritative block/prompt state,"restates the already-Approved KBDL-CMP-063, 064, 098, 101, 103, 104 security and correctness principles, extended explicitly to profile emphasis by the approved KBDL-009 prompt's Security Requirements section","restates the already-Approved KBDL-CMP-063, 064, 098, 101, 103, 104 security and correctness principles, extended explicitly to profile emphasis by the approved KBDL-009 prompt's Security Requirements section",KBDL-CMP-063,None,True
KBDL-PRO-024,profiles.md authoritative block/prompt state,restates principles.md §8 and governance.md § Exception process,restates principles.md §8 and governance.md § Exception process; project-owner-approved KBDL-009 implementation prompt,Prompt/standard,None,True
KBDL-PRO-025,profiles.md authoritative block/prompt state,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt","scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt",Prompt/standard,None,True
KBDL-PRO-026,profiles.md authoritative block/prompt state,explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,Prompt/standard,None,True
KBDL-RSP-001,responsive.md authoritative block/prompt state,"Approved (directly restates the locked responsive-content-priority rule, principles.md §5.1); project-owner-approved KBDL-006 implementation prompt","Approved (directly restates the locked responsive-content-priority rule, principles.md §5.1); project-owner-approved KBDL-006 implementation prompt",Prompt/standard,None,True
KBDL-RSP-006,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)","Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",Prompt/standard,None,True
KBDL-RSP-007,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)","Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)",Prompt/standard,None,True
KBDL-RSP-009,responsive.md authoritative block/prompt state,"Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)","Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)",KBDL-PRN-003,None,True
KBDL-RSP-010,responsive.md authoritative block/prompt state,"Approved (directly restates foundations/iconography-media.md §2.3, §2.5); project-owner-approved KBDL-006 implementation prompt","Approved (directly restates foundations/iconography-media.md §2.3, §2.5); project-owner-approved KBDL-006 implementation prompt",Prompt/standard,None,True
KBDL-RSP-012,responsive.md authoritative block/prompt state,"Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1); project-owner-approved KBDL-006 implementation prompt","Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1); project-owner-approved KBDL-006 implementation prompt",Prompt/standard,None,True
KBDL-RSP-013,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)","Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",Prompt/standard,None,True
KBDL-RSP-014,responsive.md authoritative block/prompt state,Approved (restates Technical Utility's predictable-behavior quality); project-owner-approved KBDL-006 implementation prompt,Approved (restates Technical Utility's predictable-behavior quality); project-owner-approved KBDL-006 implementation prompt,Prompt/standard,None,True
KBDL-RSP-015,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)","Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)",Prompt/standard,None,True
KBDL-RSP-016,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)","Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)",Prompt/standard,None,True
KBDL-RSP-017,responsive.md authoritative block/prompt state,"Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail); project-owner-approved KBDL-006 implementation prompt","Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail); project-owner-approved KBDL-006 implementation prompt",Prompt/standard,None,True
KBDL-RSP-018,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)","Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)",Prompt/standard,None,True
KBDL-RSP-019,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)","Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",Prompt/standard,None,True
KBDL-RSP-020,responsive.md authoritative block/prompt state,"Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)","Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)",Prompt/standard,None,True
KBDL-RSP-021,responsive.md authoritative block/prompt state,"Approved (restates motion/foundations.md §4, already Approved); project-owner-approved KBDL-006 implementation prompt","Approved (restates motion/foundations.md §4, already Approved); project-owner-approved KBDL-006 implementation prompt",Prompt/standard,None,True
KBDL-RSP-022,responsive.md authoritative block/prompt state,Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,Prompt/standard,None,True
KBDL-THM-001,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,Prompt/standard,None,True
KBDL-THM-002,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,Prompt/standard,None,True
KBDL-THM-003,themes/README.md authoritative block/prompt state,"Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists""); project-owner-approved KBDL-004 implementation prompt","Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists""); project-owner-approved KBDL-004 implementation prompt",Prompt/standard,None,True
KBDL-THM-004,themes/README.md authoritative block/prompt state,"Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval, see KBDL-DEC-013)","Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval, see KBDL-DEC-013)",KBDL-DEC-013,None,True
KBDL-THM-005,themes/README.md authoritative block/prompt state,"Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override","Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override",KBDL-GOV-002,None,True
KBDL-THM-006,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,Prompt/standard,None,True
KBDL-THM-007,themes/README.md authoritative block/prompt state,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,Prompt/standard,None,True
KBDL-THM-008,themes/README.md authoritative block/prompt state,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,Prompt/standard,None,True
KBDL-THM-009,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Prompt/standard,None,True
KBDL-THM-010,themes/README.md authoritative block/prompt state,Approved (opaque caption-band strategy only; translucent variants remain Not verified and excluded),Approved (opaque caption-band strategy only; translucent variants remain Not verified and excluded),Prompt/standard,None,True
KBDL-THM-011,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Prompt/standard,None,True
KBDL-THM-012,themes/README.md authoritative block/prompt state,Approved (conceptual guidance only; no timing/easing value exists or is approved here); project-owner-approved KBDL-004 implementation prompt,Approved (conceptual guidance only; no timing/easing value exists or is approved here); project-owner-approved KBDL-004 implementation prompt,Prompt/standard,None,True
KBDL-THM-012a,themes/README.md authoritative block/prompt state,Approved — directly derived from the already-approved enhanced motion-safety requirement (decision-register.md § KBDL-DEC-010),Approved — directly derived from the already-approved enhanced motion-safety requirement (decision-register.md § KBDL-DEC-010),KBDL-DEC-010,None,True
KBDL-THM-013,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Prompt/standard,None,True
KBDL-THM-014,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Prompt/standard,None,True
KBDL-THM-015,themes/README.md authoritative block/prompt state,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Prompt/standard,None,True
KBDL-VAL-001,validation.md authoritative block/prompt state,approved KBDL-011 prompt,approved KBDL-011 prompt,Prompt/standard,None,True
KBDL-VAL-002,validation.md authoritative block/prompt state,approved prompt,approved prompt,Prompt/standard,None,True
KBDL-VAL-003,validation.md authoritative block/prompt state,approved prompt and GOV-003,approved prompt and GOV-003,Prompt/standard,None,True
KBDL-VAL-004,validation.md authoritative block/prompt state,approved prompt and GOV-003,approved prompt and GOV-003,Prompt/standard,None,True
KBDL-VAL-005,validation.md authoritative block/prompt state,approved prompt,approved prompt,Prompt/standard,None,True
KBDL-VAL-006,validation.md authoritative block/prompt state,approved prompt,approved prompt,Prompt/standard,None,True
KBDL-VAL-007,validation.md authoritative block/prompt state,approved prompt,approved prompt,Prompt/standard,None,True
KBDL-VAL-008,validation.md authoritative block/prompt state,approved prompt and prior shared-architecture rules,approved prompt and prior shared-architecture rules,Prompt/standard,None,True
KBDL-VAL-009,validation.md authoritative block/prompt state,approved prompt,approved prompt,Prompt/standard,None,True
KBDL-VAL-010,validation.md authoritative block/prompt state,approved prompt,approved prompt,Prompt/standard,None,True
KBDL-VAL-011,validation.md authoritative block/prompt state,approved prompt,approved prompt,Prompt/standard,None,True
KBDL-VAL-012,validation.md authoritative block/prompt state,approved KBDL-011 prompt,approved KBDL-011 prompt,Prompt/standard,None,True
