Requirement ID,Containing normative location,Explicit normative location,Readable-group supported locations,Exact expected locations,Ledger location,All anchors resolve,Exact comparison,Result
KBDL-PRN-008,principles.md#12-normative-requirements,ABSENT,principles.md#10-conforming-design-directions; principles.md#11-non-conforming-design-directions,principles.md#10-conforming-design-directions; principles.md#11-non-conforming-design-directions,principles.md#10-conforming-design-directions; principles.md#11-non-conforming-design-directions,True,True,PASS
KBDL-PRO-001,profiles.md#5-profile-architecture,profiles.md#5-profile-architecture,profiles.md#5-profile-architecture; profiles.md#9-cross-profile-invariants,profiles.md#5-profile-architecture; profiles.md#9-cross-profile-invariants,profiles.md#5-profile-architecture; profiles.md#9-cross-profile-invariants,True,True,PASS
KBDL-PRO-002,profiles.md#5-profile-architecture,profiles.md#4-project-profile-terminology,profiles.md#4-project-profile-terminology,profiles.md#4-project-profile-terminology,profiles.md#4-project-profile-terminology,True,True,PASS
KBDL-PRO-003,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,True,True,PASS
KBDL-PRO-004,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,True,True,PASS
KBDL-PRO-005,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,True,True,PASS
KBDL-PRO-006,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions,profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit,profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit,profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit,True,True,PASS
KBDL-PRO-007,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,True,True,PASS
KBDL-PRO-008,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,True,True,PASS
KBDL-PRO-009,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,True,True,PASS
KBDL-PRO-010,profiles.md#101-purpose,profiles.md#101-purpose,profiles.md#101-purpose,profiles.md#101-purpose,profiles.md#101-purpose,True,True,PASS
KBDL-PRO-011,profiles.md#111-purpose,profiles.md#111-purpose,profiles.md#111-purpose,profiles.md#111-purpose,profiles.md#111-purpose,True,True,PASS
KBDL-PRO-012,profiles.md#121-purpose,profiles.md#121-purpose,profiles.md#121-purpose,profiles.md#121-purpose,profiles.md#121-purpose,True,True,PASS
KBDL-PRO-013,profiles.md#102-component-interpretation,profiles.md#102-component-interpretation,profiles.md#102-component-interpretation,profiles.md#102-component-interpretation,profiles.md#102-component-interpretation,True,True,PASS
KBDL-PRO-014,profiles.md#112-component-interpretation,profiles.md#112-component-interpretation,profiles.md#112-component-interpretation,profiles.md#112-component-interpretation,profiles.md#112-component-interpretation,True,True,PASS
KBDL-PRO-015,profiles.md#122-component-interpretation,profiles.md#122-component-interpretation,profiles.md#122-component-interpretation,profiles.md#122-component-interpretation,profiles.md#122-component-interpretation,True,True,PASS
KBDL-PRO-016,profiles.md#102-component-interpretation,profiles.md#102-component-interpretation,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,True,True,PASS
KBDL-PRO-017,profiles.md#112-component-interpretation,profiles.md#112-component-interpretation,profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet,profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet,profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet,True,True,PASS
KBDL-PRO-018,profiles.md#122-component-interpretation,profiles.md#122-component-interpretation,profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,True,True,PASS
KBDL-PRO-019,profiles.md#14-principles-mapping,profiles.md#14-principles-mapping,profiles.md#14-principles-mapping,profiles.md#14-principles-mapping,profiles.md#14-principles-mapping,True,True,PASS
KBDL-PRO-020,profiles.md#20-core-component-mapping,profiles.md#20-core-component-mapping,profiles.md#20-core-component-mapping,profiles.md#20-core-component-mapping,profiles.md#20-core-component-mapping,True,True,PASS
KBDL-PRO-021,profiles.md#21-system-component-mapping,profiles.md#21-system-component-mapping,profiles.md#21-system-component-mapping,profiles.md#21-system-component-mapping,profiles.md#21-system-component-mapping,True,True,PASS
KBDL-PRO-022,profiles.md#22-content-and-communication-considerations,profiles.md#22-content-and-communication-considerations,profiles.md#22-content-and-communication-considerations,profiles.md#22-content-and-communication-considerations,profiles.md#22-content-and-communication-considerations,True,True,PASS
KBDL-PRO-023,profiles.md#23-security-privacy-and-correctness,profiles.md#23-security-privacy-and-correctness,profiles.md#23-security-privacy-and-correctness,profiles.md#23-security-privacy-and-correctness,profiles.md#23-security-privacy-and-correctness,True,True,PASS
KBDL-PRO-024,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,True,True,PASS
KBDL-PRO-025,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,profiles.md#24-profile-conflicts-and-exception-handling,True,True,PASS
KBDL-PRO-026,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management,True,True,PASS
KBDL-PRO-027,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,True,True,PASS
KBDL-PRO-028,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,True,True,PASS
KBDL-PRO-029,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,True,True,PASS
KBDL-RSP-001,responsive.md#33-normative-requirements,responsive.md#4-responsive-content-priority,responsive.md#4-responsive-content-priority,responsive.md#4-responsive-content-priority,responsive.md#4-responsive-content-priority,True,True,PASS
KBDL-RSP-002,responsive.md#33-normative-requirements,responsive.md#7-proposed-exact-breakpoint-thresholds,responsive.md#7-proposed-exact-breakpoint-thresholds,responsive.md#7-proposed-exact-breakpoint-thresholds,responsive.md#7-proposed-exact-breakpoint-thresholds,True,True,PASS
KBDL-RSP-003,responsive.md#33-normative-requirements,responsive.md#8-grid-and-column-behavior,responsive.md#8-grid-and-column-behavior,responsive.md#8-grid-and-column-behavior,responsive.md#8-grid-and-column-behavior,True,True,PASS
KBDL-RSP-004,responsive.md#33-normative-requirements,responsive.md#9-container-widths-and-reading-measures,responsive.md#9-container-widths-and-reading-measures,responsive.md#9-container-widths-and-reading-measures,responsive.md#9-container-widths-and-reading-measures,True,True,PASS
KBDL-RSP-005,responsive.md#33-normative-requirements,responsive.md#10-gutters-and-responsive-spacing,responsive.md#10-gutters-and-responsive-spacing,responsive.md#10-gutters-and-responsive-spacing,responsive.md#10-gutters-and-responsive-spacing,True,True,PASS
KBDL-RSP-006,responsive.md#33-normative-requirements,responsive.md#11-layout-reflow,responsive.md#11-layout-reflow,responsive.md#11-layout-reflow,responsive.md#11-layout-reflow,True,True,PASS
KBDL-RSP-007,responsive.md#33-normative-requirements,responsive.md#12-source-order-and-reading-order,responsive.md#12-source-order-and-reading-order,responsive.md#12-source-order-and-reading-order,responsive.md#12-source-order-and-reading-order,True,True,PASS
KBDL-RSP-008,responsive.md#33-normative-requirements,responsive.md#13-navigation-adaptation,responsive.md#13-navigation-adaptation,responsive.md#13-navigation-adaptation,responsive.md#13-navigation-adaptation,True,True,PASS
KBDL-RSP-009,responsive.md#33-normative-requirements,responsive.md#14-content-density-adaptation,responsive.md#14-content-density-adaptation,responsive.md#14-content-density-adaptation,responsive.md#14-content-density-adaptation,True,True,PASS
KBDL-RSP-010,responsive.md#33-normative-requirements,responsive.md#15-media-and-image-adaptation,responsive.md#15-media-and-image-adaptation,responsive.md#15-media-and-image-adaptation,responsive.md#15-media-and-image-adaptation,True,True,PASS
KBDL-RSP-011,responsive.md#33-normative-requirements,responsive.md#16-data-dense-and-tabular-content,responsive.md#16-data-dense-and-tabular-content,responsive.md#16-data-dense-and-tabular-content,responsive.md#16-data-dense-and-tabular-content,True,True,PASS
KBDL-RSP-012,responsive.md#33-normative-requirements,responsive.md#17-full-bleed-and-asymmetric-layouts,responsive.md#17-full-bleed-and-asymmetric-layouts,responsive.md#17-full-bleed-and-asymmetric-layouts,responsive.md#17-full-bleed-and-asymmetric-layouts,True,True,PASS
KBDL-RSP-013,responsive.md#33-normative-requirements,responsive.md#18-sticky-and-fixed-regions,responsive.md#18-sticky-and-fixed-regions,responsive.md#18-sticky-and-fixed-regions,responsive.md#18-sticky-and-fixed-regions,True,True,PASS
KBDL-RSP-014,responsive.md#33-normative-requirements,responsive.md#19-safe-areas-and-viewport-edges,responsive.md#19-safe-areas-and-viewport-edges,responsive.md#19-safe-areas-and-viewport-edges,responsive.md#19-safe-areas-and-viewport-edges,True,True,PASS
KBDL-RSP-015,responsive.md#33-normative-requirements,responsive.md#20-orientation-changes,responsive.md#20-orientation-changes,responsive.md#20-orientation-changes,responsive.md#20-orientation-changes,True,True,PASS
KBDL-RSP-016,responsive.md#33-normative-requirements,responsive.md#21-zoom-and-enlarged-text,responsive.md#21-zoom-and-enlarged-text,responsive.md#21-zoom-and-enlarged-text,responsive.md#21-zoom-and-enlarged-text,True,True,PASS
KBDL-RSP-017,responsive.md#33-normative-requirements,responsive.md#22-virtual-keyboard-behavior,responsive.md#22-virtual-keyboard-behavior,responsive.md#22-virtual-keyboard-behavior,responsive.md#22-virtual-keyboard-behavior,True,True,PASS
KBDL-RSP-018,responsive.md#33-normative-requirements,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,True,True,PASS
KBDL-RSP-019,responsive.md#33-normative-requirements,responsive.md#24-hover-independent-discoverability,responsive.md#24-hover-independent-discoverability,responsive.md#24-hover-independent-discoverability,responsive.md#24-hover-independent-discoverability,True,True,PASS
KBDL-RSP-020,responsive.md#33-normative-requirements,responsive.md#25-responsive-focus-management,responsive.md#25-responsive-focus-management,responsive.md#25-responsive-focus-management,responsive.md#25-responsive-focus-management,True,True,PASS
KBDL-RSP-021,responsive.md#33-normative-requirements,responsive.md#26-responsive-motion-behavior,responsive.md#26-responsive-motion-behavior,responsive.md#26-responsive-motion-behavior,responsive.md#26-responsive-motion-behavior,True,True,PASS
KBDL-RSP-022,responsive.md#33-normative-requirements,responsive.md#27-performance-and-low-capability-contexts,responsive.md#27-performance-and-low-capability-contexts,responsive.md#27-performance-and-low-capability-contexts,responsive.md#27-performance-and-low-capability-contexts,True,True,PASS
KBDL-THM-001,themes/README.md#9-normative-requirements,themes/semantic-roles.md#1-semantic-role-inventory,themes/semantic-roles.md#1-semantic-role-inventory,themes/semantic-roles.md#1-semantic-role-inventory,themes/semantic-roles.md#1-semantic-role-inventory,True,True,PASS
KBDL-THM-002,themes/README.md#9-normative-requirements,themes/semantic-roles.md#2-semantic-parity,themes/semantic-roles.md#2-semantic-parity,themes/semantic-roles.md#2-semantic-parity,themes/semantic-roles.md#2-semantic-parity,True,True,PASS
KBDL-THM-003,themes/README.md#9-normative-requirements,themes/README.md#5-theme-selection-precedence,themes/README.md#5-theme-selection-precedence,themes/README.md#5-theme-selection-precedence,themes/README.md#5-theme-selection-precedence,True,True,PASS
KBDL-THM-004,themes/README.md#9-normative-requirements,themes/README.md#7-persistence-guidance,themes/README.md#7-persistence-guidance,themes/README.md#7-persistence-guidance,themes/README.md#7-persistence-guidance,True,True,PASS
KBDL-THM-005,themes/README.md#9-normative-requirements,themes/adaptation.md#12-projects-must-not,themes/adaptation.md#12-projects-must-not,themes/adaptation.md#12-projects-must-not,themes/adaptation.md#12-projects-must-not,True,True,PASS
KBDL-THM-006,themes/README.md#9-normative-requirements,themes/README.md#8-project-profile-theme-interpretation,themes/README.md#8-project-profile-theme-interpretation,themes/README.md#8-project-profile-theme-interpretation,themes/README.md#8-project-profile-theme-interpretation,True,True,PASS
KBDL-THM-007,themes/README.md#9-normative-requirements,themes/light-theme.md,themes/light-theme.md#1-canvas-and-surfaces,themes/light-theme.md#1-canvas-and-surfaces,themes/light-theme.md#1-canvas-and-surfaces,True,True,PASS
KBDL-THM-008,themes/README.md#9-normative-requirements,themes/dark-theme.md,themes/dark-theme.md#1-elevation-strategy,themes/dark-theme.md#1-elevation-strategy,themes/dark-theme.md#1-elevation-strategy,True,True,PASS
KBDL-THM-009,themes/README.md#9-normative-requirements,themes/adaptation.md#5-status-family-theme-behavior,themes/adaptation.md#5-status-family-theme-behavior,themes/adaptation.md#5-status-family-theme-behavior,themes/adaptation.md#5-status-family-theme-behavior,True,True,PASS
KBDL-THM-010,themes/README.md#9-normative-requirements,themes/adaptation.md#4-gradient-strategy,themes/adaptation.md#4-gradient-strategy,themes/adaptation.md#4-gradient-strategy,themes/adaptation.md#4-gradient-strategy,True,True,PASS
KBDL-THM-011,themes/README.md#9-normative-requirements,themes/adaptation.md#6-color-value-expression,themes/adaptation.md#6-color-value-expression,themes/adaptation.md#6-color-value-expression,themes/adaptation.md#6-color-value-expression,True,True,PASS
KBDL-THM-012,themes/README.md#9-normative-requirements,themes/adaptation.md#7-theme-transition-guidance,themes/adaptation.md#7-theme-transition-guidance,themes/adaptation.md#7-theme-transition-guidance,themes/adaptation.md#7-theme-transition-guidance,True,True,PASS
KBDL-THM-012a,themes/README.md#9-normative-requirements,themes/adaptation.md#71-requirements,themes/adaptation.md#71-requirements,themes/adaptation.md#71-requirements,themes/adaptation.md#71-requirements,True,True,PASS
KBDL-THM-013,themes/README.md#9-normative-requirements,themes/README.md#5-theme-selection-precedence,themes/README.md#5-theme-selection-precedence,themes/README.md#5-theme-selection-precedence,themes/README.md#5-theme-selection-precedence,True,True,PASS
KBDL-THM-014,themes/README.md#9-normative-requirements,themes/adaptation.md#1-project-controlled-adaptation,themes/adaptation.md#1-project-controlled-adaptation,themes/adaptation.md#1-project-controlled-adaptation,themes/adaptation.md#1-project-controlled-adaptation,True,True,PASS
KBDL-THM-015,themes/README.md#9-normative-requirements,themes/adaptation.md#2-local-contrast-contexts,themes/adaptation.md#2-local-contrast-contexts,themes/adaptation.md#2-local-contrast-contexts,themes/adaptation.md#2-local-contrast-contexts,True,True,PASS
KBDL-VAL-001,validation.md#38-normative-kbdl-val-requirements,validation.md#4-evidence-classification,validation.md#4-evidence-classification,validation.md#4-evidence-classification,validation.md#4-evidence-classification,True,True,PASS
KBDL-VAL-002,validation.md#38-normative-kbdl-val-requirements,validation.md#8-requirement-inventory,validation.md#8-requirement-inventory,validation.md#8-requirement-inventory,validation.md#8-requirement-inventory,True,True,PASS
KBDL-VAL-003,validation.md#38-normative-kbdl-val-requirements,validation.md#9-lifecycle-status-audit,validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit,validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit,validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit,True,True,PASS
KBDL-VAL-004,validation.md#38-normative-kbdl-val-requirements,validation.md#11-validation-status-audit,validation.md#11-validation-status-audit,validation.md#11-validation-status-audit,validation.md#11-validation-status-audit,True,True,PASS
KBDL-VAL-005,validation.md#38-normative-kbdl-val-requirements,validation.md#13-decision-register-audit,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory,True,True,PASS
KBDL-VAL-006,validation.md#38-normative-kbdl-val-requirements,validation.md#15-traceability-audit,validation.md#15-traceability-audit,validation.md#15-traceability-audit,validation.md#15-traceability-audit,True,True,PASS
KBDL-VAL-007,validation.md#38-normative-kbdl-val-requirements,validation.md#16-cross-reference-and-documentation-integrity-audit,validation.md#16-cross-reference-and-documentation-integrity-audit,validation.md#16-cross-reference-and-documentation-integrity-audit,validation.md#16-cross-reference-and-documentation-integrity-audit,True,True,PASS
KBDL-VAL-008,validation.md#38-normative-kbdl-val-requirements,validation.md#17-governance-and-conventions-audit,validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,True,True,PASS
KBDL-VAL-009,validation.md#38-normative-kbdl-val-requirements,validation.md#20-theme-audit,validation.md#20-theme-audit,validation.md#20-theme-audit,validation.md#20-theme-audit,True,True,PASS
KBDL-VAL-010,validation.md#38-normative-kbdl-val-requirements,validation.md#29-implementation-dependent-validation-ledger,validation.md#29-implementation-dependent-validation-ledger,validation.md#29-implementation-dependent-validation-ledger,validation.md#29-implementation-dependent-validation-ledger,True,True,PASS
KBDL-VAL-011,validation.md#38-normative-kbdl-val-requirements,validation.md#30-project-specific-validation-ledger,validation.md#30-project-specific-validation-ledger,validation.md#30-project-specific-validation-ledger,validation.md#30-project-specific-validation-ledger,True,True,PASS
KBDL-VAL-012,validation.md#38-normative-kbdl-val-requirements,validation.md#41-completion-and-approval-boundary,validation.md#41-completion-and-approval-boundary,validation.md#41-completion-and-approval-boundary,validation.md#41-completion-and-approval-boundary,True,True,PASS
