Requirement ID,Blueprint section,Roadmap prompt,Specification location,Lifecycle status,Provenance,Validation classification,Verified scope,Not-verified scope,Authority,Validation method,Validation evidence,Known limitation,Packet or tracking destination,Pending dependencies,Related decision,Notes or exclusions,Result,Defect fields
KBDL-CMP-105,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#181-interactive-grid,Recommended,Assumed,Not applicable,None,None,RESOLVED,"Project-owner review (not yet performed). Exact virtualization, column-resizing, column-reordering, and pinning behavior remain later implementation decisions, out of scope here. ### 18.2 Tree and Treegrid",Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 13,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-106,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#182-tree-and-treegrid,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed). ### 18.3 Carousel,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 14,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-107,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#183-carousel,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,"Manual pause/stop/hide review once implemented. Whether KBDL permits automatic rotation by default at all, and any exact rotation interval, are new policy:",Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-108,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#183-carousel,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed). ### 18.4 Data Visualization,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 15,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-109,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#184-data-visualization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,"Manual review once implemented. The exact chart taxonomy, tooltip behavior, and interaction model are new policy; this document does not approve a data-visualization color palette (the palette itself remains a separate, unapproved theme matter, see [§40](#40-deferred-and-unresolved-items)):",Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-110,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#184-data-visualization,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 16,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CMP-111,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",KBDL-008,components-system.md#19-responsive-transformation-policy,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 17,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-001,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#1-purpose-and-scope,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Record and implementation audit.,Not verified — validation method has not been executed,No project customization exists to test,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-002,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#5-customization-authority-model,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Authority-source audit.,Not verified — validation method has not been executed,Project records are not available,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-003,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#6-locked-controlled-open-proposed-and-exception-classifications,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Classification review.,Not verified — validation method has not been executed,Classification has not been applied to a real request,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-004,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#12-approval-and-escalation-paths,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Source-bound comparison.,Not verified — validation method has not been executed,Implementation choices are project-specific,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-005,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#24-content-and-open-brand-expression,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Content and locked-rule audit.,Not verified — validation method has not been executed,Actual assets require project review,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-006,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#26-reusable-versus-project-local-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Proposal-history audit.,Not verified — validation method has not been executed,Exact reuse threshold is Recommended,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-007,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#27-conflict-handling-and-exceptions,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Exception/stop-path audit.,Not verified — validation method has not been executed,No exception is created here,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-008,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#7-manual-customization-workflow,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Workflow-stage audit.,Not verified — validation method has not been executed,No real workflow history exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-009,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#8-customization-request-intake,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Intake-field audit.,Not verified — validation method has not been executed,Inapplicable fields require project rationale,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-010,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#11-customization-record,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Programmatic field audit plus manual status review.,Not verified — validation method has not been executed,No machine-readable format is mandated,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-011,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#10-impact-assessment,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Impact/evidence plan audit.,Not verified — validation method has not been executed,Final KBDL validation remains later scope,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-012,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,KBDL-010,customization.md#15-review-expiry-change-and-rollback,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Record-history and rollback audit.,Not verified — validation method has not been executed,Exact cadence/expiry are Recommended,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-013,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#16-foundations-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Foundation-role/value audit.,Not verified — validation method has not been executed,Project implementation absent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-014,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#17-theme-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Theme-role and parity audit.,Not verified — validation method has not been executed,Pending theme items remain excluded,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-015,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#18-motion-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Motion architecture/safety audit.,Not verified — validation method has not been executed,Exact component values and technology remain excluded,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-016,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#19-responsive-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Responsive outcome audit.,Not verified — validation method has not been executed,Pending exact values remain excluded,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-017,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#20-accessibility-customization-boundary,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,WCAG/requirement audit.,Not verified — validation method has not been executed,Implementation testing is absent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-018,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#21-core-component-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Component-contract audit.,Not verified — validation method has not been executed,Pending KBDL-007 items remain excluded,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-019,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#22-system-component-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,System-component contract audit.,Not verified — validation method has not been executed,Pending KBDL-008 items remain excluded,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-020,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#23-project-profile-customization,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Profile-invariant audit.,Not verified — validation method has not been executed,Pending KBDL-009 policies remain excluded,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-021,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#25-security-privacy-correctness-and-data-integrity,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Security/privacy/correctness review.,Not verified — validation method has not been executed,Backend architecture is out of scope,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-022,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,KBDL-010,customization.md#13-implementation-handoff-boundary,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Handoff-record and artifact audit.,Not verified — validation method has not been executed,No implementation handoff exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-023,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,KBDL-010,customization.md#11-customization-record,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review.,Not verified — validation method has not been executed,Records use a visible placeholder meanwhile,Approval-ready item 1,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-024,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,KBDL-010,customization.md#12-approval-and-escalation-paths,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review.,Not verified — validation method has not been executed,Current governance does not define exact local roles,Approval-ready item 2,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-025,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,KBDL-010,customization.md#14-validation-and-evidence-planning,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review.,Not verified — validation method has not been executed,KBDL-011 does not approve this discretionary policy,Approval-ready item 3,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-026,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,KBDL-010,customization.md#15-review-expiry-change-and-rollback,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review.,Not verified — validation method has not been executed,No default time period is authorized,Approval-ready item 4,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-027,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,KBDL-010,customization.md#15-review-expiry-change-and-rollback,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review.,Not verified — validation method has not been executed,Conflicts stop under current rules,Approval-ready item 5,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-028,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,KBDL-010,customization.md#26-reusable-versus-project-local-customization,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review.,Not verified — validation method has not been executed,Reuse always triggers review until a threshold is approved,Approval-ready item 6,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-029,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,KBDL-010,customization.md#15-review-expiry-change-and-rollback,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review.,Not verified — validation method has not been executed,Exact retention and evidence rules are not authorized,Approval-ready item 7,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-CUS-030,Deferred tooling and formats,KBDL-010,customization.md#41-deferred-and-unresolved-items,Deferred,Assumed,Not applicable,None,None,RESOLVED,Not applicable until resumed.,Not verified — validation method has not been executed,"No JSON, YAML, schema, API, plugin, or automation is authorized",Deferred tracking,Later implementation/tooling authorization,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-001,Color architecture — semantic roles and color- only-meaning prohibition,KBDL-003,foundations/color.md#1-architectural-principles-approved,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of role names against hue-independence at each later module's approval gate.,Not verified — no theme or component content exists yet to check role usage against,Cannot be fully validated until THM and CMP requirements exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-002,Color architecture — semantic roles and color- only-meaning prohibition,KBDL-003,foundations/color.md#24-status-roles,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review at component-design time (later module) plus this module's conceptual examples.,Not verified — no theme or component content exists yet to check role usage against,Cannot be fully validated until THM and CMP requirements exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-003,Spacing rhythm and content-driven breakpoints,KBDL-003,foundations/spacing-layout.md#1-spacing-and-sizing-logic,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of spacing usage against the named step set; exceptions checked against [governance.md § Exception process](../governance.md#exception-process).,Not verified — no responsive-behavior module exists yet,Cannot be fully validated until RSP requirements exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-004,Spacing rhythm and content-driven breakpoints,KBDL-003,foundations/spacing-layout.md#3-content-driven-breakpoint-philosophy-approved-principle-recommended-values,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of a layout's content-priority ranking at each supported breakpoint.,Not verified — no responsive-behavior module exists yet,Cannot be fully validated until RSP requirements exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-005,Depth semantics; icon and media accessibility anticipation,KBDL-003,foundations/shape-depth.md#3-elevation-and-depth,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review confirming a simplified fallback exists for each elevation level.,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",No implementation exists to execute the stated typography validation method.,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-006,Depth semantics; icon and media accessibility anticipation,KBDL-003,foundations/iconography-media.md#1-iconography,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of icon usage against the label-pairing rule.,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",No implementation exists to execute the stated iconography validation method.,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-007,Depth semantics; icon and media accessibility anticipation,KBDL-003,foundations/iconography-media.md#2-imagery-and-media,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review confirming a static/paused equivalent and an anticipated accessible-text plan exist per media asset type.,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",No implementation exists to execute the stated spacing validation method.,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-008,Profile-level foundation adjustments,KBDL-003,foundations/README.md#4-project-profile-adjustments--foundation-summary,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual cross-profile review once the project-profiles module is approved.,Not verified — PRO requirements do not exist yet,Cannot be fully validated until PRO requirements exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-009,Foundation decision packet — default values,KBDL-003,foundations/color.md#3-default-foundation,Approved,User-provided,Mixed — Verified / Not verified,Verified for the contrast calculations only (see color.md §4); Not verified for suitability as a final brand palette,Verified for the contrast calculations only (see color.md §4); Not verified for suitability as a final brand palette,RESOLVED,"Contrast calculation (completed, see evidence); brand suitability review (not yet performed).","Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-010,Foundation decision packet — default values,KBDL-003,foundations/typography.md#3-type-scale-and-text-roles,Approved,User-provided,Not verified,None,Not verified,RESOLVED,Licensing verification (not yet performed) plus project-owner review (completed for the strategy; the specific family remains a separate future decision).,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-011,Foundation decision packet — default values,KBDL-003,foundations/spacing-layout.md#13-default-modular-spacing-system,Approved,User-provided,Not verified,None,Not verified,RESOLVED,Project-owner review (completed); exact pixel values validated once chosen.,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-FND-012,Foundation decision packet — default values,KBDL-003,foundations/shape-depth.md#13-default-corner-system,Approved,User-provided,Not verified,None,Not verified,RESOLVED,Project-owner review (completed).,"Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-GOV-001,Specification architecture and governance foundation,KBDL-001,governance.md#kbdl-governance-and-change-control,Approved,Historical KBDL-001 prompt and approved decision record,Verified,Verified,None,RESOLVED,"Manual review — heading hierarchy, relative-link resolution, and heading-anchor correctness checked across all KBDL-001 files",Manual review recorded in commit 2d356b4 (KBDL-001 initial commit); re-checked for this remediation in commit-to-follow (see decision-register.md § KBDL-DEC-011),"No automated Markdown linter or link checker was available in this environment; verification is manual, not tool-based",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-GOV-002,WCAG 2.2 AA baseline with enhanced motion safety (locked-rule protection),KBDL-001,governance.md#kbdl-gov-001--specification-architecture-is-established,Approved,Historical KBDL-001 prompt and approved decision record,Not verified,None,Not verified,RESOLVED,Manual review; no automated check is applicable yet,Not verified — no A11Y requirement exists yet for this rule to be checked against,"Cannot be validated against a real accessibility requirement, since none exist yet",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-GOV-003,Governance and change control,KBDL-001,governance.md#kbdl-gov-002--accessibility-requirements-are-protected,Approved,Historical KBDL-001 prompt and approved decision record,Verified,Verified,None,RESOLVED,"Manual review against this prompt's required governance topics (ownership, proposal, review, approval, scope-change, exception, deprecation, versioning, documentation-update, accessibility/motion/responsive review, conformance-review, conflict-resolution, restoration, evidence)","Manual review recorded in commit 2d356b4, corrected in the remediation commit for this status-model fix",None identified,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-001,Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,KBDL-005,motion/foundations.md#1-motion-purposes,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review confirming every documented motion pattern cites a purpose from the approved list.,Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-002,Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,KBDL-005,motion/README.md#2-motion-terminology,Approved,User-provided,Not verified,None,Not verified,RESOLVED,Manual terminology-consistency review.,Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-003,Motion purpose requirement; motion terminology; expressive-versus-usability conflict resolution,KBDL-005,motion/README.md#33-relationship-and-conflict-resolution,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of motion decisions against the priority order; disputes escalated per [governance.md](../governance.md).,Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-MOT-004,Ten motion categories; five-level motion hierarchy; multi-factor intensity model,KBDL-005,motion/foundations.md#2-motion-categories,Approved,User-provided,Not verified,None,Not verified,RESOLVED,Manual completeness review per category.,Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
