Group,Requirement ID,Field,Resolved value,Source syntax,Resolution status,Defect details
56,KBDL-CMP-033,validation status,Not verified,inverse status per-ID map,resolved,None
56,KBDL-CMP-033,validation method,Manual + automated static accessibility review once implemented; project-owner review of KBDL-CMP-025/029/036 (not yet performed),uniform/shared summary,summary,None
56,KBDL-CMP-033,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
56,KBDL-CMP-033,known limitation,Implementation-dependent,uniform/shared summary,summary,None
56,KBDL-CMP-033,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
56,KBDL-CMP-033,notes,"KBDL-CMP-025, 029, 036 map to KBDL-007 decision packet items 4, 5, and 6 respectively",uniform/shared summary,summary,None
56,KBDL-CMP-034,blueprint section,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",uniform/shared summary,summary,None
56,KBDL-CMP-034,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
56,KBDL-CMP-034,requirement id,"KBDL-CMP-022, 023, 024, 025, 026, 027, 028, 029, 030, 031, 032, 033, 034, 035, 036, 037",uniform/shared summary,summary,None
56,KBDL-CMP-034,specification location,components-core.md §21–§23,uniform/shared summary,summary,None
56,KBDL-CMP-034,approval status,"KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037 Approved (restate WCAG 2.2 and WAI-ARIA form/error requirements); KBDL-CMP-025 (search-field model), 029 (combobox-justification threshold), 036 (form-action-row reflow order) Recommended (new component-level guidance)",uniform/shared summary,summary,None
56,KBDL-CMP-034,provenance,"Confirmed for KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037; Assumed for KBDL-CMP-025, 029, 036",uniform/shared summary,summary,None
56,KBDL-CMP-034,validation status,Not verified,inverse status per-ID map,resolved,None
56,KBDL-CMP-034,validation method,Manual + automated static accessibility review once implemented; project-owner review of KBDL-CMP-025/029/036 (not yet performed),uniform/shared summary,summary,None
56,KBDL-CMP-034,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
56,KBDL-CMP-034,known limitation,Implementation-dependent,uniform/shared summary,summary,None
56,KBDL-CMP-034,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
56,KBDL-CMP-034,notes,"KBDL-CMP-025, 029, 036 map to KBDL-007 decision packet items 4, 5, and 6 respectively",uniform/shared summary,summary,None
56,KBDL-CMP-035,blueprint section,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",uniform/shared summary,summary,None
56,KBDL-CMP-035,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
56,KBDL-CMP-035,requirement id,"KBDL-CMP-022, 023, 024, 025, 026, 027, 028, 029, 030, 031, 032, 033, 034, 035, 036, 037",uniform/shared summary,summary,None
56,KBDL-CMP-035,specification location,components-core.md §21–§23,uniform/shared summary,summary,None
56,KBDL-CMP-035,approval status,"KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037 Approved (restate WCAG 2.2 and WAI-ARIA form/error requirements); KBDL-CMP-025 (search-field model), 029 (combobox-justification threshold), 036 (form-action-row reflow order) Recommended (new component-level guidance)",uniform/shared summary,summary,None
56,KBDL-CMP-035,provenance,"Confirmed for KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037; Assumed for KBDL-CMP-025, 029, 036",uniform/shared summary,summary,None
56,KBDL-CMP-035,validation status,Not verified,inverse status per-ID map,resolved,None
56,KBDL-CMP-035,validation method,Manual + automated static accessibility review once implemented; project-owner review of KBDL-CMP-025/029/036 (not yet performed),uniform/shared summary,summary,None
56,KBDL-CMP-035,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
56,KBDL-CMP-035,known limitation,Implementation-dependent,uniform/shared summary,summary,None
56,KBDL-CMP-035,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
56,KBDL-CMP-035,notes,"KBDL-CMP-025, 029, 036 map to KBDL-007 decision packet items 4, 5, and 6 respectively",uniform/shared summary,summary,None
56,KBDL-CMP-036,blueprint section,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",uniform/shared summary,summary,None
56,KBDL-CMP-036,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
56,KBDL-CMP-036,requirement id,"KBDL-CMP-022, 023, 024, 025, 026, 027, 028, 029, 030, 031, 032, 033, 034, 035, 036, 037",uniform/shared summary,summary,None
56,KBDL-CMP-036,specification location,components-core.md §21–§23,uniform/shared summary,summary,None
56,KBDL-CMP-036,approval status,"KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037 Approved (restate WCAG 2.2 and WAI-ARIA form/error requirements); KBDL-CMP-025 (search-field model), 029 (combobox-justification threshold), 036 (form-action-row reflow order) Recommended (new component-level guidance)",uniform/shared summary,summary,None
56,KBDL-CMP-036,provenance,"Confirmed for KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037; Assumed for KBDL-CMP-025, 029, 036",uniform/shared summary,summary,None
56,KBDL-CMP-036,validation status,Not applicable,inverse status per-ID map,resolved,None
56,KBDL-CMP-036,validation method,Manual + automated static accessibility review once implemented; project-owner review of KBDL-CMP-025/029/036 (not yet performed),uniform/shared summary,summary,None
56,KBDL-CMP-036,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
56,KBDL-CMP-036,known limitation,Implementation-dependent,uniform/shared summary,summary,None
56,KBDL-CMP-036,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
56,KBDL-CMP-036,notes,"KBDL-CMP-025, 029, 036 map to KBDL-007 decision packet items 4, 5, and 6 respectively",uniform/shared summary,summary,None
56,KBDL-CMP-037,blueprint section,"Shared field model; Text Input, Password Input, Search Field, Textarea, Select, Combobox, Checkbox, Radio Group, Switch, File Input, Field Group, Form Action Row; form validation and recovery",uniform/shared summary,summary,None
56,KBDL-CMP-037,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
56,KBDL-CMP-037,requirement id,"KBDL-CMP-022, 023, 024, 025, 026, 027, 028, 029, 030, 031, 032, 033, 034, 035, 036, 037",uniform/shared summary,summary,None
56,KBDL-CMP-037,specification location,components-core.md §21–§23,uniform/shared summary,summary,None
56,KBDL-CMP-037,approval status,"KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037 Approved (restate WCAG 2.2 and WAI-ARIA form/error requirements); KBDL-CMP-025 (search-field model), 029 (combobox-justification threshold), 036 (form-action-row reflow order) Recommended (new component-level guidance)",uniform/shared summary,summary,None
56,KBDL-CMP-037,provenance,"Confirmed for KBDL-CMP-022, 023, 024, 026, 027, 028, 030, 031, 032, 033, 034, 035, 037; Assumed for KBDL-CMP-025, 029, 036",uniform/shared summary,summary,None
56,KBDL-CMP-037,validation status,Not verified,inverse status per-ID map,resolved,None
56,KBDL-CMP-037,validation method,Manual + automated static accessibility review once implemented; project-owner review of KBDL-CMP-025/029/036 (not yet performed),uniform/shared summary,summary,None
56,KBDL-CMP-037,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
56,KBDL-CMP-037,known limitation,Implementation-dependent,uniform/shared summary,summary,None
56,KBDL-CMP-037,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
56,KBDL-CMP-037,notes,"KBDL-CMP-025, 029, 036 map to KBDL-007 decision packet items 4, 5, and 6 respectively",uniform/shared summary,summary,None
57,KBDL-CMP-038,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-038,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-038,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-038,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-038,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-038,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-038,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-038,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-038,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-038,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-038,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-038,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-039,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-039,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-039,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-039,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-039,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-039,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-039,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-039,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-039,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-039,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-039,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-039,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-040,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-040,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-040,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-040,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-040,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-040,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-040,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-040,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-040,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-040,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-040,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-040,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-041,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-041,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-041,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-041,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-041,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-041,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-041,validation status,Not applicable,inverse status per-ID map,resolved,None
57,KBDL-CMP-041,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-041,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-041,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-041,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-041,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-042,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-042,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-042,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-042,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-042,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-042,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-042,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-042,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-042,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-042,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-042,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-042,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-043,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-043,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-043,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-043,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-043,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-043,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-043,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-043,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-043,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-043,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-043,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-043,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-044,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-044,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-044,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-044,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-044,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-044,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-044,validation status,Not applicable,inverse status per-ID map,resolved,None
57,KBDL-CMP-044,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-044,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-044,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-044,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-044,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-045,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-045,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-045,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-045,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-045,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-045,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-045,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-045,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-045,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-045,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-045,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-045,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-046,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-046,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-046,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-046,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-046,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-046,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-046,validation status,Not applicable,inverse status per-ID map,resolved,None
57,KBDL-CMP-046,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-046,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-046,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-046,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-046,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-047,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-047,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-047,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-047,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-047,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-047,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-047,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-047,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-047,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
