Requirement ID,Blueprint section,Blueprint section source,Roadmap prompt,Roadmap prompt source,Specification location,Specification location source,Lifecycle status,Lifecycle status source,Provenance,Provenance source,Validation classification,Validation classification source,Verified scope,Verified scope source,Not-verified scope,Not-verified scope source,Authority,Authority source,Validation method,Validation method source,Validation evidence,Validation evidence source,Known limitation,Known limitation source,Packet or tracking destination,Packet or tracking destination source,Pending dependencies,Pending dependencies source,Related decision,Related decision source,Notes or exclusions,Notes or exclusions source
KBDL-CMP-110,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",exact per-ID ledger,KBDL-008,exact per-ID ledger,components-system.md#184-data-visualization; components-system.md#33-kbdl-008-decision-packet,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Recommended (new component-level taxonomy and interaction model),exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,exact per-ID ledger,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 16,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CMP-111,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",exact per-ID ledger,KBDL-008,exact per-ID ledger,components-system.md#19-responsive-transformation-policy; components-system.md#33-kbdl-008-decision-packet,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,"Recommended (new component-level transformation policy; the exact trigger point depends on the eventual approved KBDL-RSP-002 breakpoint values, cited here only as related context, not as authority)",exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,exact per-ID ledger,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 17,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-001,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#1-purpose-and-scope,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,KBDL-DEC-004 plus the mandatory KBDL-010 prompt,exact per-ID ledger,Record and implementation audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,No project customization exists to test,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,KBDL-DEC-004,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-002,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#5-customization-authority-model,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,KBDL lifecycle conventions and mandatory KBDL-010 prompt; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Authority-source audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Project records are not available,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-003,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#6-locked-controlled-open-proposed-and-exception-classifications,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Mandatory KBDL-010 classification model; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Classification review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Classification has not been applied to a real request,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-004,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#12-approval-and-escalation-paths,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Mandatory KBDL-010 Class A rule and owning-module lifecycle rules; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Source-bound comparison,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Implementation choices are project-specific,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-005,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#24-content-and-open-brand-expression,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"KBDL-PRN-005, KBDL-PRO-005, and mandatory KBDL-010 prompt",exact per-ID ledger,Content and locked-rule audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Actual assets require project review,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-006,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#26-reusable-versus-project-local-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,KBDL governance plus mandatory KBDL-010 Classes C and D; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Proposal-history audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Exact reuse threshold is Recommended,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-007,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#27-conflict-handling-and-exceptions,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"KBDL-GOV-002, governance exception process, and mandatory KBDL-010 Classes E/F",exact per-ID ledger,Exception/stop-path audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,No exception is created here,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-008,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#7-manual-customization-workflow,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Mandatory KBDL-010 workflow; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Workflow-stage audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,No real workflow history exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-009,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#8-customization-request-intake,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Mandatory KBDL-010 intake fields; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Intake-field audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Inapplicable fields require project rationale,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-010,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#11-customization-record,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"KBDL-DEC-004, conventions, and mandatory KBDL-010 record fields",exact per-ID ledger,Programmatic field audit plus manual status review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,No machine-readable format is mandated,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,KBDL-DEC-004,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-011,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Mandatory KBDL-010 impact and evidence clauses; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Impact/evidence plan audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Final KBDL validation remains later scope,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-012,Manual/documented customization; authority; classification; workflow; intake; records; impact/evidence; review/rollback,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#15-review-expiry-change-and-rollback,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Mandatory KBDL-010 change and rollback clauses; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Record-history and rollback audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Exact cadence/expiry are Recommended,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-013,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#16-foundations-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved foundation requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Foundation-role/value audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Project implementation absent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-014,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#17-theme-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved KBDL-THM-003, 005, 006, 013, 014 plus mandatory KBDL-010 boundary",exact per-ID ledger,Theme-role and parity audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Pending theme items remain excluded,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-015,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#18-motion-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved motion requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Motion architecture/safety audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Exact component values and technology remain excluded,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-016,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#19-responsive-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved responsive requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Responsive outcome audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Pending exact values remain excluded,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-017,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#20-accessibility-customization-boundary,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"KBDL-GOV-002, Approved accessibility requirements, and mandatory KBDL-010 boundary",exact per-ID ledger,WCAG/requirement audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Implementation testing is absent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-018,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#21-core-component-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved KBDL-007 requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Component-contract audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Pending KBDL-007 items remain excluded,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-019,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#22-system-component-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved KBDL-008 requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,System-component contract audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Pending KBDL-008 items remain excluded,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-020,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#23-project-profile-customization,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved KBDL-PRO-001–008, 010–015, 019–026 plus mandatory KBDL-010 boundary",exact per-ID ledger,Profile-invariant audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Pending KBDL-009 policies remain excluded,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-021,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#25-security-privacy-correctness-and-data-integrity,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Prior Approved security/correctness requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Security/privacy/correctness review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Backend architecture is out of scope,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-022,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#13-implementation-handoff-boundary,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Mandatory KBDL-010 handoff and scope clauses; project-owner-approved KBDL-010 implementation prompt,exact per-ID ledger,Handoff-record and artifact audit,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,No implementation handoff exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-023,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#11-customization-record,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Project-owner review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Records use a visible placeholder meanwhile,exact per-ID ledger,Approval-ready item 1,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-024,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#12-approval-and-escalation-paths,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Project-owner review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Current governance does not define exact local roles,exact per-ID ledger,Approval-ready item 2,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-025,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#14-validation-and-evidence-planning,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Project-owner review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,KBDL-011 does not approve this discretionary policy,exact per-ID ledger,Approval-ready item 3,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-026,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#15-review-expiry-change-and-rollback,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Project-owner review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,No default time period is authorized,exact per-ID ledger,Approval-ready item 4,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-027,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#15-review-expiry-change-and-rollback,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Project-owner review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Conflicts stop under current rules,exact per-ID ledger,Approval-ready item 5,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-028,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#26-reusable-versus-project-local-customization,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Project-owner review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Reuse always triggers review until a threshold is approved,exact per-ID ledger,Approval-ready item 6,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-029,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Project-owner review,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,Exact retention and evidence rules are not authorized,exact per-ID ledger,Approval-ready item 7,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-CUS-030,Deferred tooling and formats,exact per-ID ledger,KBDL-010,exact per-ID ledger,customization.md#41-deferred-and-unresolved-items,exact per-ID ledger,Deferred,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — deliberately deferred; assignment of a CUS ID does not grant implementation authority,exact per-ID ledger,Not applicable until resumed,exact per-ID ledger,Not verified — validation method has not been executed,exact per-ID ledger,"No JSON, YAML, schema, API, plugin, or automation is authorized",exact per-ID ledger,Deferred tracking,exact per-ID ledger,Later implementation/tooling authorization,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-001,Color architecture — semantic roles and color- only-meaning prohibition,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/color.md#1-architectural-principles-approved,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed (derived from KBDL-002),exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed (derived from KBDL-002),exact per-ID ledger,Manual review of role names against hue-independence at each later module's approval gate,exact per-ID ledger,Not verified — no theme or component content exists yet to check role usage against,exact per-ID ledger,Cannot be fully validated until THM and CMP requirements exist,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-FND-002,Color architecture — semantic roles and color- only-meaning prohibition,exact per-ID ledger,KBDL-003,exact per-ID ledger,foundations/color.md#24-status-roles; foundations/iconography-media.md#11-required-principles-approved,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review at component-design time (later module) plus this module's conceptual examples,exact per-ID ledger,Not verified — no theme or component content exists yet to check role usage against,exact per-ID ledger,Cannot be fully validated until THM and CMP requirements exist,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
