id,source_file,lifecycle,provenance,validation_status,authority,authority_classification,authority_targets,validation_method,validation_evidence,known_limitation,packet_destination,pending_dependency
KBDL-MOT-027,motion/README.md,Approved,Confirmed,Not Applicable,Lifecycle authority: Approved (this governance rule itself directly restates [conventions.md §1.1](../conventions.md#11-lifecycle--approval-status)),lifecycle/provenance,,Manual review confirming no `Recommended` motion value is implemented or marked `Approved` without a decision-register entry.,,,,
KBDL-MOT-028,motion/README.md,Approved,User-provided,Not Applicable,"Lifecycle authority: Approved (per [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved), decision packet item 6)",approved-decision,KBDL-DEC-014,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",,,,
KBDL-MOT-029,motion/README.md,Approved,User-provided,Not Applicable,"Lifecycle authority: Approved (per [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved), decision packet item 7)",approved-decision,KBDL-DEC-014,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",,,,
KBDL-MOT-030,motion/README.md,Approved,User-provided,Not Verified,"Lifecycle authority: Approved (per [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved), decision packet item 8)",approved-decision,KBDL-DEC-014,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",,,,
KBDL-MOT-031,motion/README.md,Approved,User-provided,Not Verified,"Lifecycle authority: Approved (per [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved), decision packet item 9)",approved-decision,KBDL-DEC-014,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",,,,
KBDL-MOT-032,motion/README.md,Approved,User-provided,Not Applicable,"Lifecycle authority: Approved (per [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved), decision packet item 11)",approved-decision,KBDL-DEC-014,"Manual review (performed, see [motion/validation.md §3](validation.md#3-reduced-motion-matrix-review-performed)); project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",,,,
KBDL-MOT-033,motion/README.md,Approved,User-provided,Not Applicable,"Lifecycle authority: Approved (per [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved), decision packet item 12)",approved-decision,KBDL-DEC-014,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",,,,
KBDL-MOT-034,motion/README.md,Approved,User-provided,Not Verified,"Lifecycle authority: Approved (per [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved), decision packet item 13)",approved-decision,KBDL-DEC-014,"Manual cross-profile review once the project-profiles module is approved; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).",,,,
KBDL-PRN-001,principles.md,Approved,User-provided (blueprint) and,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual design review against this section at each later module's approval gate.,,,,
KBDL-PRN-002,principles.md,Approved,User-provided,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual review of design decisions against the priority order; disputes escalated per Section 8.,,,,
KBDL-PRN-003,principles.md,Approved,User-provided,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Manual review using each principle's review questions, at each later module's approval gate.",,,,
KBDL-PRN-004,principles.md,Approved,User-provided,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Manual cross-reference review once foundation, theme, and responsive modules are approved.",,,,
KBDL-PRN-005,principles.md,Approved,User-provided,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual review of any proposed exception against the exception process.,,,,
KBDL-PRN-006,principles.md,Approved,User-provided,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual review of decision records against the hierarchy; conflicts escalated per governance's conflict-resolution process.,,,,
KBDL-PRN-007,principles.md,Approved,User-provided,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual cross-profile consistency review once the project-profiles module is approved.,,,,
KBDL-PRN-008,principles.md,Approved,User-provided,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Manual conformance review against the pattern list at each later module's approval gate, recorded in the [conformance checklist](conformance-checklist.md).",,,,
KBDL-PRO-001,profiles.md,Approved,Confirmed,Not Verified,"restates and consolidates the already-Approved `KBDL-PRN-007`, `KBDL-FND-008`, `KBDL-THM-006`, `KBDL-MOT-026`, `KBDL-A11Y-040`, `KBDL-CMP-051`, and `KBDL-CMP-066`, each of which independently requires shared architecture in its own module",explicit-field,KBDL-A11Y-040;KBDL-CMP-051;KBDL-CMP-066;KBDL-FND-008;KBDL-MOT-026;KBDL-PRN-007;KBDL-THM-006,"Manual cross-profile architecture review (performed for this document's own consistency, see implementation report).",,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-002,profiles.md,Approved,Confirmed,Not Verified,"the accessibility-preference distinction restates the already-Approved independence of reduced-motion and forced-colors preferences from any presentational grouping, [accessibility.md §44](accessibility.md#44-profile-interpretation); the complete terminology distinction is an explicit mandatory clause of the approved KBDL-009 prompt's Terminology section",approved-prompt,,Manual terminology-consistency review.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-003,profiles.md,Approved,Confirmed,Not Verified,"restates [principles.md §9.4](principles.md#94-shared-constraints-across-profiles) and the design-decision hierarchy, [principles.md §8](principles.md#8-design-decision-hierarchy)",explicit-field,,Manual review once a project profile is implemented.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-004,profiles.md,Approved,Confirmed,Not Verified,restates [principles.md §5.2](principles.md#52-controlled-visual-variables) and the already-Approved per-module profile-interpretation sections cited in [§3](#3-relationship-to-prior-kbdl-modules),explicit-field,,Manual review once a project profile is implemented.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-005,profiles.md,Approved,Confirmed,Not Verified,restates [principles.md §5.3](principles.md#53-open-brand-expression),explicit-field,,Manual review once a project profile is implemented.,,"Not applicable — restates an existing scope/governance rule, not independently testable against an implementation.",None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-006,profiles.md,Approved,Confirmed,Not Applicable,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt's Locked/Controlled/ Open section",approved-prompt,,"Manual scope-compliance review (performed, see implementation report).",,"Not applicable — scope-control requirement, not independently testable against an implementation.",None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-007,profiles.md,Approved,Confirmed,Not Applicable,the required field list is an explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section,approved-prompt,,Manual review of a project's declaration once one exists.,,No project profile declaration exists yet to review against this requirement's field list.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-008,profiles.md,Approved,Confirmed,Not Applicable,"explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section; also extends the already-Approved Accessibility by Default principle, [principles.md §6.8](principles.md#68-accessibility-by-default)",approved-prompt,,Manual review of a project's stated selection rationale.,,No project profile declaration exists yet to review against this requirement.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-009,profiles.md,Recommended,Assumed,Not Applicable,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.,explicit-field,,Project-owner review (not yet performed).,,Recommended — grants no implementation authority pending project-owner review; see the decision packet.,Approval-ready item 1,None.
KBDL-PRO-010,profiles.md,Approved,Confirmed,Not Verified,"consolidates the already-Approved Showcase interpretation already established in [principles.md §9.1](principles.md#91-showcase-profile), [foundations/README.md §4.1](foundations/README.md#41-showcase), [themes/README.md §8](themes/README.md#8-project-profile-theme-interpretation) Showcase, [motion/patterns.md §10.1](motion/patterns.md#101-showcase), and [responsive.md §28](responsive.md#28-showcase-profile-interpretation)",explicit-field,,Manual cross-module consistency review.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-011,profiles.md,Approved,Confirmed,Not Verified,"consolidates the already-Approved Precision interpretation in [principles.md §9.2](principles.md#92-precision-profile), [foundations/README.md §4.2](foundations/README.md#42-precision), [themes/README.md §8](themes/README.md#8-project-profile-theme-interpretation) Precision, [motion/patterns.md §10.2](motion/patterns.md#102-precision), and [responsive.md §29](responsive.md#29-precision-profile-interpretation)",explicit-field,,Manual cross-module consistency review.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-012,profiles.md,Approved,Confirmed,Not Verified,"consolidates the already-Approved Flow interpretation in [principles.md §9.3](principles.md#93-flow-profile), [foundations/README.md §4.3](foundations/README.md#43-flow), [themes/README.md §8](themes/README.md#8-project-profile-theme-interpretation) Flow, [motion/patterns.md §10.3](motion/patterns.md#103-flow), and [responsive.md §30](responsive.md#30-flow-profile-interpretation)",explicit-field,,Manual cross-module consistency review.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-013,profiles.md,Approved,Confirmed,Not Verified,"restates the already-Approved `KBDL-CMP-051`, `KBDL-CMP-066`, `KBDL-CMP-055` hover-independent- discoverability prohibition, `KBDL-CMP-072` tooltip-naming- independence rule, and `KBDL-CMP-107` carousel pause/stop/hide requirement",explicit-field,KBDL-CMP-051;KBDL-CMP-055;KBDL-CMP-066;KBDL-CMP-072;KBDL-CMP-107,Manual component-composition review.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-014,profiles.md,Approved,Confirmed,Not Verified,"restates the already-Approved `KBDL-CMP-051`, `KBDL-CMP-066`, `KBDL-CMP-010` WCAG 24×24 target- size minimum, `KBDL-CMP-070` native-table/grid-misuse prohibition, and `KBDL-CMP-055` hover-independent-discoverability prohibition",adopted-standard,KBDL-CMP-010;KBDL-CMP-051;KBDL-CMP-055;KBDL-CMP-066;KBDL-CMP-070,Manual component-composition review. This requirement does not adopt the pending grid-versus-table threshold (`KBDL-CMP-105`) or data-dense transformation strategy (`KBDL-RSP-011`) as authority — both remain cited only as unapproved context (see [§37](#37-kbdl-008-approval-boundary-audit)).,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,"None blocking; `KBDL-CMP-105`, `KBDL-RSP-011` cited as unapproved context only, not adopted as authority."
KBDL-PRO-015,profiles.md,Approved,Confirmed,Not Verified,"restates the already-Approved `KBDL-CMP-051`, `KBDL-CMP-066`, and `KBDL-CMP-090` toast critical-information-persistence requirement",explicit-field,KBDL-CMP-051;KBDL-CMP-066;KBDL-CMP-090,Manual component-composition review. This requirement does not adopt the pending button-hierarchy (`KBDL-CMP-015`) or form-action-row-ordering (`KBDL-CMP-036`) recommendations as authority for Flow's action sequences — both remain cited only as unapproved context (see [§36](#36-kbdl-007-approval-boundary-audit)).,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,"None blocking; `KBDL-CMP-015`, `KBDL-CMP-036` cited as unapproved context only, not adopted as authority."
KBDL-PRO-016,profiles.md,Recommended,Assumed,Not Applicable,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.,explicit-field,,Project-owner review (not yet performed); not independently approvable until `KBDL-CMP-067` is approved.,,Contingent on the unapproved KBDL-008 `KBDL-CMP-067`; cannot be approved independently through the KBDL-009 packet until `KBDL-CMP-067` is approved or replaced.,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,`KBDL-CMP-067` (KBDL-008) — blocking.
KBDL-PRO-017,profiles.md,Recommended,Assumed,Not Applicable,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.,explicit-field,,Project-owner review (not yet performed).,,Recommended — grants no implementation authority pending project-owner review; see the decision packet.,Approval-ready item 2,"None blocking; `KBDL-RSP-002`, `KBDL-RSP-003` cited as unapproved context only for the eventual exact grid-interaction point, not required for this item's own approval."
KBDL-PRO-018,profiles.md,Recommended,Assumed,Not Applicable,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.,explicit-field,,Project-owner review (not yet performed); not independently approvable until `KBDL-CMP-015`/`036` are approved.,,Contingent on the unapproved KBDL-007 `KBDL-CMP-015`/`036`; cannot be approved independently through the KBDL-009 packet until those are approved or replaced.,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,"`KBDL-CMP-015`, `KBDL-CMP-036` (KBDL-007) — blocking."
KBDL-PRO-019,profiles.md,Approved,Confirmed,Not Verified,"restates the already-Approved `KBDL-PRN-003`, extended explicitly to per-profile mapping",explicit-field,KBDL-PRN-003,Manual principle-by-principle review using each principle's review questions ([principles.md §6](principles.md#6-core-principles)).,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-020,profiles.md,Approved,Confirmed,Not Verified,restates and extends the already- Approved `KBDL-CMP-051` explicitly to this module's own mapping,explicit-field,KBDL-CMP-051,Manual cross-profile component-semantics review.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-021,profiles.md,Approved,Confirmed,Not Verified,restates and extends the already- Approved `KBDL-CMP-066` explicitly to this module's own mapping,explicit-field,KBDL-CMP-066,Manual cross-profile component-semantics review.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-022,profiles.md,Approved,Confirmed,Not Verified,"restates the already-Approved Consumer Comprehension principle, [principles.md §6.3](principles.md#63-consumer-comprehension), and the already-Approved `KBDL-CMP-101`/`103` honest-system-state- communication rules",explicit-field,KBDL-CMP-101,Manual content review. Showcase may emphasize editorial storytelling and project narrative; Precision may emphasize scannable labels and operational precision; Flow may emphasize reassuring instructions and recovery guidance — none of these emphases changes the shared requirements above.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-023,profiles.md,Approved,Confirmed,Not Verified,"restates the already-Approved `KBDL-CMP-063`, `064`, `098`, `101`, `103`, `104` security and correctness principles, extended explicitly to profile emphasis by the approved KBDL-009 prompt's Security Requirements section",approved-prompt,KBDL-CMP-063,Manual security review. Precision density must not obscure permissions or errors; Showcase expression must not expose private media or metadata; Flow reassurance must not make unconfirmed success claims — each restates the shared rule above for its own emphasis area.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-024,profiles.md,Approved,Confirmed,Not Verified,restates [principles.md §8](principles.md#8-design-decision-hierarchy) and [governance.md § Exception process](governance.md#exception-process),explicit-field,,Manual review of any proposed exception against the governance exception process.,,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-025,profiles.md,Approved,Confirmed,Not Applicable,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt",approved-prompt,,"Manual scope-compliance review (performed, see implementation report).",,"Not applicable — scope-control requirement, not independently testable against an implementation.",None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-026,profiles.md,Approved,Confirmed,Not Applicable,explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,approved-prompt,,Manual review of a project's adoption record once one exists.,,No project profile adoption record exists yet to review against this requirement's field list.,None — Approved requirement; not awaiting packet approval,None.
KBDL-PRO-027,profiles.md,Recommended,Assumed,Not Applicable,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.,explicit-field,,Project-owner review (not yet performed).,,Recommended — grants no implementation authority pending project-owner review; see the decision packet.,Approval-ready item 3,None.
KBDL-PRO-028,profiles.md,Recommended,Assumed,Not Applicable,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.,explicit-field,,Project-owner review (not yet performed).,,Recommended — grants no implementation authority pending project-owner review; see the decision packet.,Approval-ready item 4,None.
KBDL-PRO-029,profiles.md,Recommended,Assumed,Not Applicable,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.,explicit-field,,Project-owner review (not yet performed).,,Recommended — grants no implementation authority pending project-owner review; see the decision packet.,Approval-ready item 5,None.
KBDL-RSP-001,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates the locked responsive-content-priority rule, [principles.md §5.1](principles.md#51-locked-identity-rules))",lifecycle/provenance,,Manual review once implemented; comparing content inventory across breakpoints.,,,,
KBDL-RSP-002,responsive.md,Recommended,Assumed,Not Applicable,Lifecycle authority: Recommended,lifecycle/provenance,,Project-owner review (not yet performed); manual implementation review once an implementation exists.,,,,
KBDL-RSP-003,responsive.md,Recommended,Assumed,Not Applicable,Lifecycle authority: Recommended,lifecycle/provenance,,Project-owner review (not yet performed).,,,,
KBDL-RSP-004,responsive.md,Recommended,Assumed,Not Applicable,Lifecycle authority: Recommended,lifecycle/provenance,,Project-owner review (not yet performed).,,,,
KBDL-RSP-005,responsive.md,Recommended,Assumed,Not Applicable,Lifecycle authority: Recommended,lifecycle/provenance,,Project-owner review (not yet performed).,,,,
KBDL-RSP-006,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",adopted-standard,,Manual reflow testing once an implementation exists (documented as a distinct method in [§34](#34-responsive-validation-matrix)).,,,,
KBDL-RSP-007,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)",adopted-standard,,Manual keyboard/screen-reader order review once implemented.,,,,
KBDL-RSP-008,responsive.md,Recommended,Assumed,Not Verified,Lifecycle authority: Recommended (the constant-meaning rule is Approved per `KBDL-PRN-006`; exact collapse thresholds are new),lifecycle/provenance,KBDL-PRN-006,Manual review once implemented; project-owner review of thresholds (not yet performed).,,,,
KBDL-RSP-009,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates `KBDL-PRN-003`, Clarity Before Spectacle, and Technical Utility's density exclusion)",lifecycle/provenance,KBDL-PRN-003,Manual review once implemented.,,,,
KBDL-RSP-010,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates [foundations/iconography-media.md §2.3, §2.5](foundations/iconography-media.md#23-aspect-relationships-cropping-and-focal-point-preservation))",lifecycle/provenance,,Manual review once implemented.,,,,
KBDL-RSP-011,responsive.md,Recommended,Assumed,Not Verified,Lifecycle authority: Recommended (new KBDL-006 policy),lifecycle/provenance,,Manual review once implemented; project-owner review (not yet performed).,,,,
KBDL-RSP-012,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (restates Showcase's documented compositional emphasis, already `Approved` per [principles.md §9.1](principles.md#91-showcase-profile))",lifecycle/provenance,,Manual review once implemented.,,,,
KBDL-RSP-013,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",adopted-standard,,Manual keyboard-focus review once implemented.,,,,
KBDL-RSP-014,responsive.md,Approved,Confirmed,Not Verified,Lifecycle authority: Approved (restates Technical Utility's predictable-behavior quality),lifecycle/provenance,,Manual review on representative devices once implemented.,,,,
KBDL-RSP-015,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)",adopted-standard,,Manual orientation testing once implemented.,,,,
KBDL-RSP-016,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)",adopted-standard,,Manual zoom/reflow testing once implemented.,,,,
KBDL-RSP-017,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (restates [motion/accessibility-performance.md §4](motion/accessibility-performance.md#4-mobile-and-input-method-considerations), already Approved, extended with layout detail)",lifecycle/provenance,,Manual mobile testing once implemented.,,,,
KBDL-RSP-018,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)",adopted-standard,,Manual cross-input testing once implemented.,,,,
KBDL-RSP-019,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",adopted-standard,,Manual review once implemented.,,,,
KBDL-RSP-020,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)",adopted-standard,,Manual keyboard testing once implemented.,,,,
KBDL-RSP-021,responsive.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved (restates [motion/foundations.md §4](motion/foundations.md#4-motion-intensity), already Approved)",lifecycle/provenance,,Manual review once implemented.,,,,
KBDL-RSP-022,responsive.md,Approved,Confirmed,Not Verified,Lifecycle authority: Approved (restates [principles.md §6.9](principles.md#69-performance-aware-enhancement)),lifecycle/provenance,,Manual review; implementation-level performance measurement once an implementation exists.,,,,
KBDL-THM-001,themes/README.md,Approved,Confirmed,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual review of role usage against the inventory at each later module's approval gate.,,,,
KBDL-THM-002,themes/README.md,Approved,Confirmed,Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Parity-matrix completeness check (performed, see validation.md).",,,,
KBDL-THM-003,themes/README.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists"")",lifecycle/provenance,,Manual review of precedence logic once implemented.,,,,
KBDL-THM-004,themes/README.md,Approved,User-provided (project-owner,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened).,,,,
KBDL-THM-005,themes/README.md,Approved,Confirmed,Not Verified,"Lifecycle authority: Approved — directly derived from the locked, already- approved accessibility rule in [governance.md § KBDL-GOV-002](../governance.md#kbdl-gov-002--accessibility-requirements-are-protected) and [principles.md §6.8](../principles.md#68-accessibility-by-default); accessibility cannot be weakened by a project override",lifecycle/provenance,KBDL-GOV-002,Manual review of any project theme against the documented boundaries.,,,,
KBDL-THM-006,themes/README.md,Approved,Confirmed,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Manual cross-profile review once the project-profiles module is approved.,,,,
KBDL-THM-007,themes/README.md,Approved,User-provided (project-owner,Verified,Lifecycle authority: Approved (opaque mappings only; the three excluded opacity values remain Recommended),lifecycle/provenance,,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-008,themes/README.md,Approved,User-provided (project-owner,Verified,Lifecycle authority: Approved (opaque mappings only; the three excluded opacity values remain Recommended),lifecycle/provenance,,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-009,themes/README.md,Approved,User-provided (project-owner,Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-010,themes/README.md,Approved,User-provided,Verified,Lifecycle authority: Approved (opaque caption-band strategy only; translucent variants remain Not verified and excluded),lifecycle/provenance,,"Manual review of worst-case text-over-gradient contrast (performed for the documented example, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-011,themes/README.md,Approved,User-provided (project-owner,Not Applicable,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-012,themes/README.md,Approved,User-provided,Not Verified,Lifecycle authority: Approved (conceptual guidance only; no timing/easing value exists or is approved here),lifecycle/provenance,,"Manual review confirming no timing/easing values were introduced (performed); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-012a,themes/README.md,Approved,Confirmed,Not Verified,Lifecycle authority: Approved — directly derived from the already-approved enhanced motion-safety requirement ([decision-register.md § KBDL-DEC-010](../decision-register.md#kbdl-dec-010--wcag-22-aa-baseline-with-enhanced-motion-safety)),adopted-standard,KBDL-DEC-010,Manual review confirming reduced-motion behavior is honored once implemented.,,,,
KBDL-THM-013,themes/README.md,Approved,User-provided (project-owner,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Manual review of the full precedence flow once implemented; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-014,themes/README.md,Approved,User-provided (project-owner,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Manual review of the override list once a project theme exists; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-THM-015,themes/README.md,Approved,User-provided (project-owner,Not Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Manual review of context usage against the defined set and rules once implemented; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",,,,
KBDL-VAL-001,validation.md,Approved,Confirmed,Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Classification audit executed by the final validator; PASS. Known limitation: Runtime claims remain Class E.,Classification audit executed by the final validator; PASS. Known limitation: Runtime claims remain Class E.,,,
KBDL-VAL-002,validation.md,Approved,Confirmed,Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,"Parser inventory; 317 unique requirements, zero gaps/duplicates. Known limitation: None.","Parser inventory; 317 unique requirements, zero gaps/duplicates. Known limitation: None.",,,
KBDL-VAL-003,validation.md,Approved,Confirmed,Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Documentary comparison; zero mismatches/unsupported authority. Known limitation: Historical GOV provenance format noted.,Documentary comparison; zero mismatches/unsupported authority. Known limitation: Historical GOV provenance format noted.,,,
KBDL-VAL-004,validation.md,Approved,Confirmed,Verified,Approved module prompt / user-provided blueprint and recorded provenance,approved-prompt,,Status/evidence audit; unsupported Verified claims zero. Known limitation: Implementation ledger remains unverified by design.,Status/evidence audit; unsupported Verified claims zero. Known limitation: Implementation ledger remains unverified by design.,,,
