Defect ID,Requirement ID,Category,Details
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-026:Known limitation,KBDL-CMP-026:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-027:Known limitation,KBDL-CMP-027:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-028:Authority,KBDL-CMP-028:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-028:Known limitation,KBDL-CMP-028:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-030:Validation classification,KBDL-CMP-030:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-030:Known limitation,KBDL-CMP-030:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-031:Validation classification,KBDL-CMP-031:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-031:Known limitation,KBDL-CMP-031:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-032:Authority,KBDL-CMP-032:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-032:Known limitation,KBDL-CMP-032:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-033:Validation classification,KBDL-CMP-033:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-033:Known limitation,KBDL-CMP-033:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-034:Validation classification,KBDL-CMP-034:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-034:Known limitation,KBDL-CMP-034:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-035:Known limitation,KBDL-CMP-035:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-037:Known limitation,KBDL-CMP-037:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-038:Known limitation,KBDL-CMP-038:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-039:Validation classification,KBDL-CMP-039:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-039:Known limitation,KBDL-CMP-039:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-040:Validation classification,KBDL-CMP-040:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-040:Known limitation,KBDL-CMP-040:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-042:Validation classification,KBDL-CMP-042:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-042:Known limitation,KBDL-CMP-042:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-043:Validation classification,KBDL-CMP-043:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-043:Known limitation,KBDL-CMP-043:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-044:Validation classification,KBDL-CMP-044:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-045:Authority,KBDL-CMP-045:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-045:Known limitation,KBDL-CMP-045:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-047:Validation classification,KBDL-CMP-047:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-047:Known limitation,KBDL-CMP-047:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-048:Validation classification,KBDL-CMP-048:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-049:Validation classification,KBDL-CMP-049:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-049:Known limitation,KBDL-CMP-049:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-051:Known limitation,KBDL-CMP-051:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-053:Known limitation,KBDL-CMP-053:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-054:Authority,KBDL-CMP-054:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-054:Known limitation,KBDL-CMP-054:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-055:Known limitation,KBDL-CMP-055:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-056:Authority,KBDL-CMP-056:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-057:Known limitation,KBDL-CMP-057:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-058:Known limitation,KBDL-CMP-058:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-059:Known limitation,KBDL-CMP-059:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-060:Known limitation,KBDL-CMP-060:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-061:Known limitation,KBDL-CMP-061:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-062:Validation classification,KBDL-CMP-062:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-062:Known limitation,KBDL-CMP-062:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-063:Known limitation,KBDL-CMP-063:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-064:Known limitation,KBDL-CMP-064:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-065:Known limitation,KBDL-CMP-065:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-066:Known limitation,KBDL-CMP-066:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-068:Validation classification,KBDL-CMP-068:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-068:Authority,KBDL-CMP-068:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-068:Known limitation,KBDL-CMP-068:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-070:Known limitation,KBDL-CMP-070:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-071:Known limitation,KBDL-CMP-071:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-072:Known limitation,KBDL-CMP-072:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-075:Authority,KBDL-CMP-075:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-075:Known limitation,KBDL-CMP-075:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-077:Authority,KBDL-CMP-077:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-077:Known limitation,KBDL-CMP-077:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-078:Known limitation,KBDL-CMP-078:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-079:Known limitation,KBDL-CMP-079:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-081:Validation classification,KBDL-CMP-081:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-081:Authority,KBDL-CMP-081:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-081:Known limitation,KBDL-CMP-081:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-082:Validation classification,KBDL-CMP-082:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-084:Known limitation,KBDL-CMP-084:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-086:Known limitation,KBDL-CMP-086:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-087:Known limitation,KBDL-CMP-087:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-088:Known limitation,KBDL-CMP-088:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-090:Validation classification,KBDL-CMP-090:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-090:Known limitation,KBDL-CMP-090:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-092:Known limitation,KBDL-CMP-092:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-093:Known limitation,KBDL-CMP-093:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-094:Authority,KBDL-CMP-094:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-094:Known limitation,KBDL-CMP-094:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-095:Authority,KBDL-CMP-095:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-095:Known limitation,KBDL-CMP-095:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-096:Known limitation,KBDL-CMP-096:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-097:Known limitation,KBDL-CMP-097:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-098:Known limitation,KBDL-CMP-098:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-100:Known limitation,KBDL-CMP-100:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-101:Known limitation,KBDL-CMP-101:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-103:Known limitation,KBDL-CMP-103:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-104:Known limitation,KBDL-CMP-104:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-107:Known limitation,KBDL-CMP-107:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-109:Known limitation,KBDL-CMP-109:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CMP-111:Validation classification,KBDL-CMP-111:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-001:Known limitation,KBDL-CUS-001:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-002:Known limitation,KBDL-CUS-002:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-003:Known limitation,KBDL-CUS-003:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-004:Known limitation,KBDL-CUS-004:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-005:Known limitation,KBDL-CUS-005:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-006:Known limitation,KBDL-CUS-006:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-007:Known limitation,KBDL-CUS-007:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-008:Known limitation,KBDL-CUS-008:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-009:Known limitation,KBDL-CUS-009:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-010:Known limitation,KBDL-CUS-010:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-011:Known limitation,KBDL-CUS-011:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-012:Known limitation,KBDL-CUS-012:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-013:Known limitation,KBDL-CUS-013:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-014:Known limitation,KBDL-CUS-014:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-015:Known limitation,KBDL-CUS-015:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-016:Known limitation,KBDL-CUS-016:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-017:Known limitation,KBDL-CUS-017:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-018:Known limitation,KBDL-CUS-018:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-019:Known limitation,KBDL-CUS-019:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-020:Known limitation,KBDL-CUS-020:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-021:Known limitation,KBDL-CUS-021:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-CUS-022:Known limitation,KBDL-CUS-022:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-001:Known limitation,KBDL-FND-001:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-002:Known limitation,KBDL-FND-002:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-003:Known limitation,KBDL-FND-003:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-004:Known limitation,KBDL-FND-004:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-005:Known limitation,KBDL-FND-005:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-006:Known limitation,KBDL-FND-006:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-007:Known limitation,KBDL-FND-007:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-008:Known limitation,KBDL-FND-008:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-009:Validation evidence,KBDL-FND-009:Validation evidence,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-010:Known limitation,KBDL-FND-010:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-011:Known limitation,KBDL-FND-011:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-FND-012:Known limitation,KBDL-FND-012:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-GOV-001:Validation classification,KBDL-GOV-001:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-GOV-002:Validation classification,KBDL-GOV-002:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-GOV-002:Known limitation,KBDL-GOV-002:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-GOV-003:Validation classification,KBDL-GOV-003:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-001:Known limitation,KBDL-MOT-001:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-002:Validation classification,KBDL-MOT-002:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-002:Known limitation,KBDL-MOT-002:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-003:Known limitation,KBDL-MOT-003:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-004:Known limitation,KBDL-MOT-004:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-005:Known limitation,KBDL-MOT-005:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-006:Validation classification,KBDL-MOT-006:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-006:Known limitation,KBDL-MOT-006:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-007:Authority,KBDL-MOT-007:Authority,UNRESOLVED_FIELD_SOURCE,Authority graph
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-007:Known limitation,KBDL-MOT-007:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-008:Validation classification,KBDL-MOT-008:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-009:Validation classification,KBDL-MOT-009:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-010:Known limitation,KBDL-MOT-010:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-011:Validation classification,KBDL-MOT-011:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-011:Known limitation,KBDL-MOT-011:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-012:Known limitation,KBDL-MOT-012:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-013:Validation classification,KBDL-MOT-013:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-013:Known limitation,KBDL-MOT-013:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-014:Known limitation,KBDL-MOT-014:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-015:Known limitation,KBDL-MOT-015:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-016:Known limitation,KBDL-MOT-016:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-017:Known limitation,KBDL-MOT-017:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-018:Known limitation,KBDL-MOT-018:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-019:Validation classification,KBDL-MOT-019:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-019:Known limitation,KBDL-MOT-019:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-020:Known limitation,KBDL-MOT-020:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-021:Validation classification,KBDL-MOT-021:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-021:Known limitation,KBDL-MOT-021:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-022:Known limitation,KBDL-MOT-022:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-023:Known limitation,KBDL-MOT-023:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-024:Validation classification,KBDL-MOT-024:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-024:Known limitation,KBDL-MOT-024:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-025:Known limitation,KBDL-MOT-025:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-026:Known limitation,KBDL-MOT-026:Known limitation,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-028:Validation classification,KBDL-MOT-028:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
UNRESOLVED_FIELD_SOURCE:KBDL-MOT-029:Validation classification,KBDL-MOT-029:Validation classification,UNRESOLVED_FIELD_SOURCE,Normative record
