Requirement ID,Field,Current candidate value,Candidate source,Permitted authoritative source type,Authoritative source found,Resolution result,Defect category,Reason unresolved,Owner decision required,Prohibited automatic correction
KBDL-FND-011,Known limitation,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-FND-012,Known limitation,"Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-GOV-001,Validation classification,Verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-GOV-002,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-GOV-002,Known limitation,"Cannot be validated against a real accessibility requirement, since none exist yet",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-GOV-003,Validation classification,Verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-001,Known limitation,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-002,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-002,Known limitation,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-003,Known limitation,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-004,Known limitation,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-005,Known limitation,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-006,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-006,Known limitation,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-007,Authority,"Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-008, as one timing system)",traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-007,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-008,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-009,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-010,Known limitation,Exact pixel/percentage movement and scale values are deferred to the Components module,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-011,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-011,Known limitation,Exact pixel/percentage movement and scale values are deferred to the Components module,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-012,Known limitation,Exact pixel/percentage movement and scale values are deferred to the Components module,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-013,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-013,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-014,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-015,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-016,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-017,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-018,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-019,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-019,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-020,Known limitation,No intermediate-frame contrast measurement has actually been performed against a live implementation,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-021,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-021,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-022,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-023,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-024,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-024,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-025,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-026,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-028,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-029,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-030,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-030,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-031,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-031,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-032,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-033,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-034,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-MOT-034,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-001,Known limitation,"Cannot be checked against real foundation, theme, or component content until those modules exist",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-002,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-002,Known limitation,No real design decisions exist yet to test the priority order against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-003,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-003,Known limitation,Complete evidence across every later module is unavailable,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-004,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-004,Known limitation,"Cannot be fully validated until FND, THM, and RSP requirements exist",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-005,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-005,Known limitation,Controlled-variable ranges are intentionally undefined pending later modules,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-006,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-006,Known limitation,Later-module conflict-resolution behavior has not been executed.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-007,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-007,Known limitation,Cannot be fully validated until PRO requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-008,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRN-008,Known limitation,Examples are conceptual; no mockups or token values exist to check them against yet,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-001,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-002,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-003,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-004,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-005,Known limitation,"Not applicable — restates an existing scope/governance rule, not independently testable against an implementation",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-010,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 10.2 Component Interpretation,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-011,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 11.2 Component Interpretation,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-012,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 12.2 Component Interpretation,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-013,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Showcase card-variant or composition default remains new policy:,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-014,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Precision density or component-variant default remains new policy:,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-015,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Flow action-hierarchy or workflow-component default remains new policy:,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-019,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-020,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-021,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-022,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-023,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-PRO-024,Known limitation,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-001,Known limitation,Implementation-dependent; cannot be tested until a real layout exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-002,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-003,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-004,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-005,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-006,Authority,"Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-006,Known limitation,Implementation-dependent; cannot be tested until a real layout exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-007,Known limitation,Implementation-dependent; cannot be tested until a real layout exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-008,Known limitation,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-009,Known limitation,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-010,Known limitation,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-011,Known limitation,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-012,Known limitation,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-013,Authority,"Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-013,Known limitation,Implementation- and device-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-014,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Normative record,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-014,Known limitation,Implementation- and device-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
