Requirement ID,Field name,Ownership class,Primary basis,Derivation rule,Authoritative expected value,Normative value,Governance resolution,Ledger value,Readable-group value,Readable-group classification,Effective value,Precedence result,Conflict result,Validation result
KBDL-CMP-090,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,"Manual content-classification review once implemented. Exact auto-dismiss timing, queue size, and stacking/placement are new policy:","Manual content-classification review once implemented. Exact auto-dismiss timing, queue size, and stacking/placement are new policy:",PASS,"Manual content-classification review once implemented. Exact auto-dismiss timing, queue size, and stacking/placement are new policy:",MISSING,Missing,"Manual content-classification review once implemented. Exact auto-dismiss timing, queue size, and stacking/placement are new policy:",PASS,None,PASS
KBDL-CMP-090,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-090,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-090,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-090,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-090,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-090,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-091,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-091,KBDL-CMP-091,PASS,KBDL-CMP-091,MISSING,Missing,KBDL-CMP-091,PASS,None,PASS
KBDL-CMP-091,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",ABSENT,PASS,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",MISSING,Missing,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",PASS,None,PASS
KBDL-CMP-091,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-091,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#144-toast-or-snackbar,ABSENT,PASS,components-system.md#144-toast-or-snackbar; components-system.md#33-kbdl-008-decision-packet,MISSING,Missing,components-system.md#144-toast-or-snackbar,PASS,None,PASS
KBDL-CMP-091,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Recommended,Recommended,PASS,Recommended,MISSING,Missing,Recommended,PASS,None,PASS
KBDL-CMP-091,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Assumed,Assumed,PASS,Assumed,MISSING,Missing,Assumed,PASS,None,PASS
KBDL-CMP-091,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not applicable,Not applicable,PASS,Not applicable,MISSING,Missing,Not applicable,PASS,None,PASS
KBDL-CMP-091,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-091,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-091,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Recommended (new component-level timing and queueing policy),MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-091,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Project-owner review (not yet performed). ### 14.5 Status Region and Log,Project-owner review (not yet performed). ### 14.5 Status Region and Log,PASS,Project-owner review (not yet performed). ### 14.5 Status Region and Log,MISSING,Missing,Project-owner review (not yet performed). ### 14.5 Status Region and Log,PASS,None,PASS
KBDL-CMP-091,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-091,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,Implementation-dependent,ABSENT,PASS,Implementation-dependent,MISSING,Missing,Implementation-dependent,PASS,None,PASS
KBDL-CMP-091,Packet or tracking destination,C — Traceability-owned administrative,components-system.md:1693 item=[10]; components-system.md:1693 item=[10],Resolve file section item owner and readiness class,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 10,ABSENT,PASS,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 10,MISSING,Missing,components-system.md — 33.2 Recommended Decisions — Ready for Approval — item 10,PASS,None,PASS
KBDL-CMP-091,Pending dependencies,C — Traceability-owned administrative,Packet/tracking record,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-091,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-091,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-092,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-092,KBDL-CMP-092,PASS,KBDL-CMP-092,MISSING,Missing,KBDL-CMP-092,PASS,None,PASS
KBDL-CMP-092,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",ABSENT,PASS,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",MISSING,Missing,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",PASS,None,PASS
KBDL-CMP-092,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-092,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#145-status-region-and-log,ABSENT,PASS,components-system.md#145-status-region-and-log,MISSING,Missing,components-system.md#145-status-region-and-log,PASS,None,PASS
KBDL-CMP-092,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-092,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-092,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-092,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-092,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-092,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Approved (restates KBDL-A11Y-031 and the adopted WAI-ARIA 1.2 status/log role and aria-live/aria-atomic definitions),MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-092,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual live-region review once implemented. ### 14.6 Badge or Count Indicator,Manual live-region review once implemented. ### 14.6 Badge or Count Indicator,PASS,Manual live-region review once implemented. ### 14.6 Badge or Count Indicator,MISSING,Missing,Manual live-region review once implemented. ### 14.6 Badge or Count Indicator,PASS,None,PASS
KBDL-CMP-092,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-092,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-092,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-092,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-092,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-092,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-093,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-093,KBDL-CMP-093,PASS,KBDL-CMP-093,MISSING,Missing,KBDL-CMP-093,PASS,None,PASS
KBDL-CMP-093,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",ABSENT,PASS,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",MISSING,Missing,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",PASS,None,PASS
KBDL-CMP-093,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-093,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#146-badge-or-count-indicator,ABSENT,PASS,components-system.md#146-badge-or-count-indicator,MISSING,Missing,components-system.md#146-badge-or-count-indicator,PASS,None,PASS
KBDL-CMP-093,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-093,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-093,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-093,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-093,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-093,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,"Approved (restates the adopted WCAG 2.2 SC 1.1.1 Non-text Content and SC 4.1.2 Name, Role, Value)",MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-093,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual accessible-text review once implemented. ### 14.7 Progress Indicator,Manual accessible-text review once implemented. ### 14.7 Progress Indicator,PASS,Manual accessible-text review once implemented. ### 14.7 Progress Indicator,MISSING,Missing,Manual accessible-text review once implemented. ### 14.7 Progress Indicator,PASS,None,PASS
KBDL-CMP-093,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-093,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-093,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-093,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-093,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-093,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-094,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-094,KBDL-CMP-094,PASS,KBDL-CMP-094,MISSING,Missing,KBDL-CMP-094,PASS,None,PASS
KBDL-CMP-094,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",ABSENT,PASS,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",MISSING,Missing,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",PASS,None,PASS
KBDL-CMP-094,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-094,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#147-progress-indicator,ABSENT,PASS,components-system.md#147-progress-indicator,MISSING,Missing,components-system.md#147-progress-indicator,PASS,None,PASS
KBDL-CMP-094,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-094,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-094,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-094,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-094,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-094,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,UNRESOLVED,ABSENT,FAIL,Approved (restates the adopted WAI-ARIA 1.2 progressbar role definition and native <progress> semantics),MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-094,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual role/value review once implemented. ### 14.8 Meter,Manual role/value review once implemented. ### 14.8 Meter,PASS,Manual role/value review once implemented. ### 14.8 Meter,MISSING,Missing,Manual role/value review once implemented. ### 14.8 Meter,PASS,None,PASS
KBDL-CMP-094,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-094,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-094,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-094,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-094,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-094,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-095,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-095,KBDL-CMP-095,PASS,KBDL-CMP-095,MISSING,Missing,KBDL-CMP-095,PASS,None,PASS
KBDL-CMP-095,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",ABSENT,PASS,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",MISSING,Missing,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",PASS,None,PASS
KBDL-CMP-095,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-095,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#148-meter,ABSENT,PASS,components-system.md#148-meter,MISSING,Missing,components-system.md#148-meter,PASS,None,PASS
KBDL-CMP-095,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-095,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-095,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-095,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-095,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-095,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,UNRESOLVED,ABSENT,FAIL,Approved (restates the adopted WAI-ARIA 1.2 meter role definition and native <meter> semantics),MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-095,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual role/value review once implemented. ### 14.9 Skeleton,Manual role/value review once implemented. ### 14.9 Skeleton,PASS,Manual role/value review once implemented. ### 14.9 Skeleton,MISSING,Missing,Manual role/value review once implemented. ### 14.9 Skeleton,PASS,None,PASS
KBDL-CMP-095,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-095,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-095,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-095,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-095,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-095,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-096,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-096,KBDL-CMP-096,PASS,KBDL-CMP-096,MISSING,Missing,KBDL-CMP-096,PASS,None,PASS
KBDL-CMP-096,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",ABSENT,PASS,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",MISSING,Missing,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",PASS,None,PASS
KBDL-CMP-096,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-096,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#149-skeleton,ABSENT,PASS,components-system.md#149-skeleton,MISSING,Missing,components-system.md#149-skeleton,PASS,None,PASS
KBDL-CMP-096,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-096,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-096,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-096,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-096,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-096,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,"""hidden from assistive technology as decorative"" restates the adopted WAI-ARIA 1.2 aria-hidden semantics for purely decorative content. ""An equivalent loading announcement must be available through a separate status mechanism"" restates KBDL-A11Y-031. ""Must not expose meaningless placeholder shapes as if they were content"" is not itself dictated by either of those sources; it is normative because the approved KBDL-008 prompt explicitly requires ""Decorative accessibility treatment"" and ""Equivalent loading announcement"" as mandatory Skeleton fields, which together imply placeholder shapes must not be presented as meaningful content",MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-096,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,"Manual accessibility-tree review once implemented. Exact shimmer, pulse, timing, and density values remain unapproved (see [§40](#40-deferred-and-unresolved-items)).","Manual accessibility-tree review once implemented. Exact shimmer, pulse, timing, and density values remain unapproved (see [§40](#40-deferred-and-unresolved-items)).",PASS,"Manual accessibility-tree review once implemented. Exact shimmer, pulse, timing, and density values remain unapproved (see [§40](#40-deferred-and-unresolved-items))",MISSING,Missing,"Manual accessibility-tree review once implemented. Exact shimmer, pulse, timing, and density values remain unapproved (see [§40](#40-deferred-and-unresolved-items)).",PASS,None,PASS
KBDL-CMP-096,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-096,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-096,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-096,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
