Requirement ID,Validation method,Validation evidence,Known limitation,Method/evidence conflict,Limitation conflict
KBDL-RSP-007,Manual keyboard/screen-reader order review once implemented,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-008,Manual review once implemented; project-owner review of thresholds (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-009,Manual review once implemented,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-010,Manual review once implemented,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-011,Manual review once implemented; project-owner review (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-012,Manual review once implemented,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-013,Manual keyboard-focus review once implemented,Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-014,Manual review on representative devices once implemented,Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-015,Manual orientation testing once implemented,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-016,Manual zoom/reflow testing once implemented,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-017,Manual mobile testing once implemented,Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-018,Manual cross-input testing once implemented,Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-019,Manual review once implemented,Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-020,Manual keyboard testing once implemented,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-021,Manual review once implemented,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,False,False
KBDL-RSP-022,Manual review; implementation-level performance measurement once an implementation exists,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,False,False
KBDL-THM-001,Manual review of role usage against the inventory at each later module's approval gate,Not verified — no component module exists yet to check role usage against,Cannot be fully validated until component modules (CMP) exist,False,False
KBDL-THM-002,"Parity-matrix completeness check (performed, see validation.md)","Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",None identified,False,False
KBDL-THM-003,Manual review of precedence logic once implemented,Not verified — no implementation exists yet,Cannot be validated until an implementation exists,False,False
KBDL-THM-004,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened),"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,False,False
KBDL-THM-005,Manual review of any project theme against the documented boundaries,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,False,False
KBDL-THM-006,Manual cross-profile review once the project-profiles module is approved,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,False,False
KBDL-THM-007,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",False,False
KBDL-THM-008,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",False,False
KBDL-THM-009,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",False,False
KBDL-THM-010,"Manual review of worst-case text-over-gradient contrast (performed for the documented example, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",False,False
KBDL-THM-011,"Project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",False,False
KBDL-THM-012,"Manual review confirming no timing/easing values were introduced (performed); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))",Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",False,False
KBDL-THM-012a,Manual review confirming reduced-motion behavior is honored once implemented,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",False,False
KBDL-THM-013,"Manual review of the full precedence flow once implemented; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,False,False
KBDL-THM-014,"Manual review of the override list once a project theme exists; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until a project theme exists,False,False
KBDL-THM-015,"Manual review of context usage against the defined set and rules once implemented; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,False,False
KBDL-VAL-001,Classification audit executed by the final validator; PASS,Executed evidence — Classification audit executed by the final validator; PASS,Runtime claims remain Class E,False,False
KBDL-VAL-002,"Parser inventory; 317 unique requirements, zero gaps/duplicates","Executed evidence — Parser inventory; 317 unique requirements, zero gaps/duplicates",None,False,False
KBDL-VAL-003,Documentary comparison; zero mismatches/unsupported authority,Executed evidence — Documentary comparison; zero mismatches/unsupported authority,Historical GOV provenance format noted,False,False
KBDL-VAL-004,Status/evidence audit; unsupported Verified claims zero,Executed evidence — Status/evidence audit; unsupported Verified claims zero,Implementation ledger remains unverified by design,False,False
KBDL-VAL-005,Decision/packet audit; zero orphan or untracked items,Executed evidence — Decision/packet audit; zero orphan or untracked items,Pending choices remain unavailable for implementation,False,False
KBDL-VAL-006,"R6 independently validates 317 exact per-ID effective records, all override fields, anchors, authority chains, packets, dependencies, evidence, and limitations with zero defects","Executed evidence — R6 independently validates 317 exact per-ID effective records, all override fields, anchors, authority chains, packets, dependencies, evidence, and limitations with zero defects",implementation conformance remains Not verified,False,False
KBDL-VAL-007,Dependency-free repository validator; PASS,Executed evidence — Dependency-free repository validator; PASS,No external-site availability claim,False,False
KBDL-VAL-008,R2 does not independently cover every stated cross-module invariant; complete method not established,Not verified — validation method has not been executed,static and runtime architecture require further evidence,False,False
KBDL-VAL-009,WCAG contrast script; PASS and checksum recorded,Executed evidence — WCAG contrast script; PASS and checksum recorded,Translucency/media remain unverified,False,False
KBDL-VAL-010,No independent per-ID ledger-coverage proof covers the complete stated method,Executed evidence — No independent per-ID ledger-coverage proof covers the complete stated method,listed behavior and ledger completeness remain Not verified,False,False
KBDL-VAL-011,"Project absence is established, but complete project-ledger coverage is not independently proven",Not verified — validation method has not been executed,No adopting project,False,False
KBDL-VAL-012,Completion-claim scan; zero decisions/claims,Executed evidence — Completion-claim scan; zero decisions/claims,Candidate status is not approval,False,False
