Requirement ID,Exact location,Derivation,Targets,Invalid targets,Match
KBDL-THM-003,themes/README.md#5-theme-selection-precedence,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/README.md#5-theme-selection-precedence,None,True
KBDL-THM-004,themes/README.md#7-persistence-guidance,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/README.md#7-persistence-guidance,None,True
KBDL-THM-005,themes/adaptation.md#12-projects-must-not,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#12-projects-must-not,None,True
KBDL-THM-006,themes/README.md#8-project-profile-theme-interpretation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/README.md#8-project-profile-theme-interpretation,None,True
KBDL-THM-007,themes/light-theme.md#1-canvas-and-surfaces,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/light-theme.md#1-canvas-and-surfaces,None,True
KBDL-THM-008,themes/dark-theme.md#1-elevation-strategy,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/dark-theme.md#1-elevation-strategy,None,True
KBDL-THM-009,themes/adaptation.md#5-status-family-theme-behavior,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#5-status-family-theme-behavior,None,True
KBDL-THM-010,themes/adaptation.md#4-gradient-strategy,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#4-gradient-strategy,None,True
KBDL-THM-011,themes/adaptation.md#6-color-value-expression,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#6-color-value-expression,None,True
KBDL-THM-012,themes/adaptation.md#7-theme-transition-guidance,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#7-theme-transition-guidance,None,True
KBDL-THM-012a,themes/adaptation.md#71-requirements,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#71-requirements,None,True
KBDL-THM-013,themes/README.md#5-theme-selection-precedence,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/README.md#5-theme-selection-precedence,None,True
KBDL-THM-014,themes/adaptation.md#1-project-controlled-adaptation,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#1-project-controlled-adaptation,None,True
KBDL-THM-015,themes/adaptation.md#2-local-contrast-contexts,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,themes/adaptation.md#2-local-contrast-contexts,None,True
KBDL-VAL-001,validation.md#4-evidence-classification,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#4-evidence-classification,None,True
KBDL-VAL-002,validation.md#8-requirement-inventory,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#8-requirement-inventory,None,True
KBDL-VAL-003,validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit,None,True
KBDL-VAL-004,validation.md#11-validation-status-audit,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#11-validation-status-audit,None,True
KBDL-VAL-005,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory,None,True
KBDL-VAL-006,validation.md#15-traceability-audit,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#15-traceability-audit,None,True
KBDL-VAL-007,validation.md#16-cross-reference-and-documentation-integrity-audit,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#16-cross-reference-and-documentation-integrity-audit,None,True
KBDL-VAL-008,validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,None,True
KBDL-VAL-009,validation.md#20-theme-audit,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#20-theme-audit,None,True
KBDL-VAL-010,validation.md#29-implementation-dependent-validation-ledger,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#29-implementation-dependent-validation-ledger,None,True
KBDL-VAL-011,validation.md#30-project-specific-validation-ledger,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#30-project-specific-validation-ledger,None,True
KBDL-VAL-012,validation.md#41-completion-and-approval-boundary,authoritative Specification location; historical PRN readable-group location; FND related-foundation section; GOV normative heading,validation.md#41-completion-and-approval-boundary,None,True
