Requirement ID,Validation method,Validation evidence,Known limitation,Method copied as evidence,Generic limitation
KBDL-MOT-032,"Manual review once implemented; project-owner review via the motion decision packet (performed, see KBDL-DEC-014, items 6–9 and 11–13)",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-033,"Manual review once implemented; project-owner review via the motion decision packet (performed, see KBDL-DEC-014, items 6–9 and 11–13)",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-MOT-034,"Manual review once implemented; project-owner review via the motion decision packet (performed, see KBDL-DEC-014, items 6–9 and 11–13)",Not verified — no implementation exists yet; conceptual manual review recorded in motion/validation.md where applicable,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",False,False
KBDL-PRN-001,Manual design review against Section 1 at each later module's approval gate,"Not verified — validation method has not yet been run against a later module, since none exist yet","Cannot be checked against real foundation, theme, or component content until those modules exist",False,False
KBDL-PRN-002,Manual review of design decisions against the priority order,Not verified,No real design decisions exist yet to test the priority order against,False,False
KBDL-PRN-003,"Manual review confirming all nine principles include every required field (normative statement, purpose, required/prohibited behavior, profile interpretation, accessibility/responsive/motion implications, review questions) and that the nine required concepts (clarity before spectacle, precision, comprehension, hierarchy, controlled expression, consistency, adaptability, accessibility by default, performance) are all present",Not verified — the requirement's later-module approval-gate method has not been executed completely,Complete evidence across every later module is unavailable,False,False
KBDL-PRN-004,"Manual cross-reference review once foundation, theme, and responsive modules are approved",Not verified — dependent modules do not exist yet,"Cannot be fully validated until FND, THM, and RSP requirements exist",False,False
KBDL-PRN-005,"Manual review confirming all three categories (locked, controlled, open) address every element listed in this prompt's scope, and that no final ranges or values were introduced",Not verified — the requirement's full later-module and implementation review has not been executed,Controlled-variable ranges are intentionally undefined pending later modules,False,False
KBDL-PRN-006,Manual review of decision records against the hierarchy; conflicts escalated per governance's conflict-resolution process,Not verified — no real design decision has been escalated through this hierarchy yet,None identified,False,False
KBDL-PRN-007,Manual cross-profile consistency review once the project-profiles module is approved,Not verified — the project-profiles module (PRO) does not exist yet,Cannot be fully validated until PRO requirements exist,False,False
KBDL-PRN-008,"Manual count and coverage review confirming at least six conforming examples spanning all three profiles, both themes, an expressive moment, a repeated workflow, and a mobile context; and at least eight non-conforming patterns each with reason, broken principle, risk, and correction",Not verified — example-count evidence does not execute the requirement's later-module conformance-review method,Examples are conceptual; no mockups or token values exist to check them against yet,False,False
KBDL-PRO-001,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-002,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-003,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-004,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-005,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-006,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-007,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-008,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-009,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-010,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-011,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-012,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-013,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-014,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-015,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-016,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-017,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-018,Manual cross-module consistency review once implemented; project-owner review of KBDL-PRO-016/017/018 (not yet performed),Not verified — no implementation exists yet,KBDL-PRO-016 additionally depends on the unapproved KBDL-008 KBDL-CMP-067; KBDL-PRO-018 additionally depends on the unapproved KBDL-007 KBDL-CMP-015/036,False,False
KBDL-PRO-019,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-020,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-021,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-022,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-023,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-024,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-025,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-026,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-027,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-028,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-PRO-029,Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",False,False
KBDL-RSP-001,Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-002,Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-003,Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-004,Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-005,Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,False,False
KBDL-RSP-006,Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-007,Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-008,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-009,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-010,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-011,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-012,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,False,False
KBDL-RSP-013,"Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-014,"Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-015,Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-016,Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-017,"Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-018,"Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-019,"Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,False,False
KBDL-RSP-020,Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,False,False
KBDL-RSP-021,Manual review; implementation-level performance measurement once an implementation exists,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,False,False
KBDL-RSP-022,Manual review; implementation-level performance measurement once an implementation exists,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,False,False
KBDL-THM-001,Manual review of role usage against the inventory at each later module's approval gate,Not verified — no component module exists yet to check role usage against,Cannot be fully validated until component modules (CMP) exist,False,False
KBDL-THM-002,"Direct count of every role in the inventory against the actual light and dark mapping tables (re-run under KBDL-004-R1 and again under KBDL-004-R3, not a re-assertion of the prior report each time)","Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",None identified,False,False
KBDL-THM-003,Manual review of precedence logic once implemented,Not verified — no implementation exists yet,Cannot be validated until an implementation exists,False,False
KBDL-THM-004,Manual review of persistence design once implemented; project-owner review (performed for approval scope),"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,False,False
KBDL-THM-005,Manual review of any project theme against the documented boundaries; manual cross-profile review once the project-profiles module is approved,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,False,False
KBDL-THM-006,Manual review of any project theme against the documented boundaries; manual cross-profile review once the project-profiles module is approved,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,False,False
KBDL-THM-007,"WCAG relative-luminance contrast calculation via a local dependency-free script (completed for opaque pairs); project-owner review (performed for approval scope, per KBDL-DEC-013)","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",False,False
KBDL-THM-008,"WCAG relative-luminance contrast calculation via a local dependency-free script (completed for opaque pairs); project-owner review (performed for approval scope, per KBDL-DEC-013)","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",False,False
KBDL-THM-009,"WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope)","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",False,False
KBDL-THM-010,"WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope)","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",False,False
KBDL-THM-011,"WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope)","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",False,False
KBDL-THM-012,Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",False,False
KBDL-THM-012a,Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",False,False
KBDL-THM-013,"Manual review of the full precedence flow once implemented; project-owner review (performed for approval scope, not for implementation)","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,False,False
KBDL-THM-014,Manual review of the override list once a project theme exists; project-owner review (performed for approval scope),"Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until a project theme exists,False,False
KBDL-THM-015,Manual review of context usage against the defined set and rules once implemented; project-owner review (performed for approval scope),"Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,False,False
KBDL-VAL-001,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,False,False
KBDL-VAL-002,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,False,False
KBDL-VAL-003,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,False,False
KBDL-VAL-004,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,False,False
KBDL-VAL-005,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",False,False
KBDL-VAL-006,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",False,False
KBDL-VAL-007,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",False,False
KBDL-VAL-008,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",False,False
KBDL-VAL-009,009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,Executed evidence — 009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,"009 excludes unknown alpha/media contexts; 010 and 011 verify ledger honesty, not implementation or project conformance; 012 records a pending gate",False,False
KBDL-VAL-010,009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,Executed evidence — 009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,"009 excludes unknown alpha/media contexts; 010 and 011 verify ledger honesty, not implementation or project conformance; 012 records a pending gate",False,False
KBDL-VAL-011,009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,Executed evidence — 009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,"009 excludes unknown alpha/media contexts; 010 and 011 verify ledger honesty, not implementation or project conformance; 012 records a pending gate",False,False
KBDL-VAL-012,009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,Executed evidence — 009: independently executed WCAG opaque-color contrast calculation; 010: implementation-evidence ledger audit; 011: project-evidence/exclusion ledger audit; 012: completion-claim and approval-gate audit. Results are retained in the linked sections and validator artifacts named there,"009 excludes unknown alpha/media contexts; 010 and 011 verify ledger honesty, not implementation or project conformance; 012 records a pending gate",False,False
