Requirement ID,Authoritative lifecycle,Effective lifecycle,Authoritative provenance,Effective provenance,Authoritative validation status,Effective validation status,Authority source,Effective authority,Exact specification location,Group location,Ledger location,Validation method,Validation evidence,Known limitation,Packet destination,Pending dependencies,Match result,Defect details
KBDL-CUS-010,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"KBDL-DEC-004, conventions, and mandatory KBDL-010 record fields",001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,"Per-ID record, authority, classification, workflow, field, impact, proposal, exception, history, or rollback audit; evidence Not verified because no project customization exists",Not verified — validation method has not been executed,Exact local operational policies remain Recommended; implementation behavior is absent,None — Approved,None,PASS,None
KBDL-CUS-011,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Mandatory KBDL-010 impact and evidence clauses; project-owner-approved KBDL-010 implementation prompt,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,"Per-ID record, authority, classification, workflow, field, impact, proposal, exception, history, or rollback audit; evidence Not verified because no project customization exists",Not verified — validation method has not been executed,Exact local operational policies remain Recommended; implementation behavior is absent,None — Approved,None,PASS,None
KBDL-CUS-012,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Mandatory KBDL-010 change and rollback clauses; project-owner-approved KBDL-010 implementation prompt,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,001 → §1; 002 → §5; 003 → §6; 004 → §12; 005 → §24; 006 → §26; 007 → §27; 008 → §7; 009 → §8; 010 → §11; 011 → §10 and §14; 012 → §15,"Per-ID record, authority, classification, workflow, field, impact, proposal, exception, history, or rollback audit; evidence Not verified because no project customization exists",Not verified — validation method has not been executed,Exact local operational policies remain Recommended; implementation behavior is absent,None — Approved,None,PASS,None
KBDL-CUS-013,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved foundation requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-014,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved KBDL-THM-003, 005, 006, 013, 014 plus mandatory KBDL-010 boundary",013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-015,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved motion requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-016,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved responsive requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-017,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"KBDL-GOV-002, Approved accessibility requirements, and mandatory KBDL-010 boundary",013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-018,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved KBDL-007 requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-019,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved KBDL-008 requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-020,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved KBDL-PRO-001–008, 010–015, 019–026 plus mandatory KBDL-010 boundary",013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-021,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Prior Approved security/correctness requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-022,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Mandatory KBDL-010 handoff and scope clauses; project-owner-approved KBDL-010 implementation prompt,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,013 → §16; 014 → §17; 015 → §18; 016 → §19; 017 → §20; 018 → §21; 019 → §22; 020 → §23; 021 → §25; 022 → §13,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified",Not verified — validation method has not been executed,No project implementation exists; every listed earlier recommendation remains excluded,None — Approved,None,PASS,None
KBDL-CUS-023,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",Project-owner review; not yet performed,Not verified — validation method has not been executed,Exact policies are not authorized,Approval-ready item 1,None,PASS,None
KBDL-CUS-024,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",Project-owner review; not yet performed,Not verified — validation method has not been executed,Exact policies are not authorized,Approval-ready item 2,None,PASS,None
KBDL-CUS-025,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",Project-owner review; not yet performed,Not verified — validation method has not been executed,Exact policies are not authorized,Approval-ready item 3,None,PASS,None
KBDL-CUS-026,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",Project-owner review; not yet performed,Not verified — validation method has not been executed,Exact policies are not authorized,Approval-ready item 4,None,PASS,None
KBDL-CUS-027,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",Project-owner review; not yet performed,Not verified — validation method has not been executed,Exact policies are not authorized,Approval-ready item 5,None,PASS,None
KBDL-CUS-028,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",Project-owner review; not yet performed,Not verified — validation method has not been executed,Exact policies are not authorized,Approval-ready item 6,None,PASS,None
KBDL-CUS-029,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,"023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24","023 → §11; 024 → §12; 025 → §14; 026, 027 → §15; 028 → §26; 029 → §15 and §24",Project-owner review; not yet performed,Not verified — validation method has not been executed,Exact policies are not authorized,Approval-ready item 7,None,PASS,None
KBDL-CUS-030,Deferred,Deferred,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — deliberately deferred; assignment of a CUS ID does not grant implementation authority,customization.md §41,customization.md §41,customization.md §41,Not applicable until resumed; no evidence,Not verified — validation method has not been executed,No machine-readable format or tooling is authorized,Deferred tracking,Later implementation/tooling authorization,PASS,None
KBDL-FND-001,Approved,Approved,Confirmed (derived from KBDL-002),Confirmed (derived from KBDL-002),Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed (derived from KBDL-002),foundations/color.md §1–§2,foundations/color.md §1–§2,foundations/color.md §1–§2,Manual review of role names and color-only-meaning usage at each later module's approval gate,Not verified — no theme or component content exists yet to check role usage against,Cannot be fully validated until THM and CMP requirements exist,None — Approved,None,PASS,None
KBDL-FND-002,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,foundations/color.md §1–§2,foundations/color.md §1–§2,foundations/color.md §1–§2,Manual review of role names and color-only-meaning usage at each later module's approval gate,Not verified — no theme or component content exists yet to check role usage against,Cannot be fully validated until THM and CMP requirements exist,None — Approved,None,PASS,None
KBDL-FND-003,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,"foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3",Manual review of spacing usage and breakpoint justification once RSP requirements exist,Not verified — no responsive-behavior module exists yet,Cannot be fully validated until RSP requirements exist,None — Approved,None,PASS,None
KBDL-FND-004,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,"foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3","foundations/spacing-layout.md §1, §3",Manual review of spacing usage and breakpoint justification once RSP requirements exist,Not verified — no responsive-behavior module exists yet,Cannot be fully validated until RSP requirements exist,None — Approved,None,PASS,None
KBDL-FND-005,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,"foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules","Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",None identified,None — Approved,None,PASS,None
KBDL-FND-006,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,"foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules","Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",None identified,None — Approved,None,PASS,None
KBDL-FND-007,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,"foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","foundations/shape-depth.md §3, foundations/iconography-media.md §1.1, §2.1","Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules","Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements",None identified,None — Approved,None,PASS,None
KBDL-FND-008,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-003 implementation prompt; authoritative provenance: Confirmed,foundations/README.md §4,foundations/README.md §4,foundations/README.md §4,Manual cross-profile consistency review once the project-profiles module (PRO) is approved,Not verified — PRO requirements do not exist yet,Cannot be fully validated until PRO requirements exist,None — Approved,None,PASS,None
KBDL-FND-009,Approved,Approved,User-provided,User-provided,Mixed — Verified / Not verified,Mixed — Verified / Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,"WCAG relative-luminance contrast calculation (completed for the color pairs listed); project-owner review (completed — see KBDL-DEC-012); typeface-licensing verification (not yet performed, applies to a future specific font-family decision)","Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,PASS,None
KBDL-FND-010,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,"WCAG relative-luminance contrast calculation (completed for the color pairs listed); project-owner review (completed — see KBDL-DEC-012); typeface-licensing verification (not yet performed, applies to a future specific font-family decision)","Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,PASS,None
KBDL-FND-011,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,"WCAG relative-luminance contrast calculation (completed for the color pairs listed); project-owner review (completed — see KBDL-DEC-012); typeface-licensing verification (not yet performed, applies to a future specific font-family decision)","Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,PASS,None
KBDL-FND-012,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),foundations/README.md §6,foundations/README.md §6,foundations/README.md §6,"WCAG relative-luminance contrast calculation (completed for the color pairs listed); project-owner review (completed — see KBDL-DEC-012); typeface-licensing verification (not yet performed, applies to a future specific font-family decision)","Contrast-ratio table in foundations/color.md §4, computed via a local dependency-free script (see the KBDL-003 validation evidence for the script and full output). Updated under KBDL-003-R1: neutral-50 (3.25:1) was found to fail the 4.5:1 normal-text threshold and is now restricted to large-text/non-text-UI/decorative use only; a new neutral-60 (5.59:1) was added and verified as the safe value for normal-sized secondary/tertiary text","Approval authorizes these defaults for implementation; it does not itself constitute rendering, brand-suitability, or licensing validation — those remain Not verified as noted above",None — Approved,None,PASS,None
KBDL-GOV-001,Approved,Approved,Historical KBDL-001 prompt and approved decision record,Historical KBDL-001 prompt and approved decision record,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-001 prompt and KBDL-DEC-002,governance.md § KBDL-GOV-001,governance.md § KBDL-GOV-001,governance.md § KBDL-GOV-001,"Manual review — heading hierarchy, relative-link resolution, and heading-anchor correctness checked across all KBDL-001 files",Manual review recorded in commit 2d356b4 (KBDL-001 initial commit); re-checked for this remediation in commit-to-follow (see decision-register.md § KBDL-DEC-011),"No automated Markdown linter or link checker was available in this environment; verification is manual, not tool-based",None — Approved,None,PASS,None
KBDL-GOV-002,Approved,Approved,Historical KBDL-001 prompt and approved decision record,Historical KBDL-001 prompt and approved decision record,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-001 prompt and KBDL-DEC-010,governance.md § KBDL-GOV-002,governance.md § KBDL-GOV-002,governance.md § KBDL-GOV-002,Manual review; no automated check is applicable yet,Not verified — no A11Y requirement exists yet for this rule to be checked against,"Cannot be validated against a real accessibility requirement, since none exist yet",None — Approved,None,PASS,None
KBDL-GOV-003,Approved,Approved,Historical KBDL-001 prompt and approved decision record,Historical KBDL-001 prompt and approved decision record,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-001 prompt and KBDL-DEC-011,governance.md § KBDL-GOV-003,governance.md § KBDL-GOV-003,governance.md § KBDL-GOV-003,"Manual review against this prompt's required governance topics (ownership, proposal, review, approval, scope-change, exception, deprecation, versioning, documentation-update, accessibility/motion/responsive review, conformance-review, conflict-resolution, restoration, evidence)","Manual review recorded in commit 2d356b4, corrected in the remediation commit for this status-model fix",None identified,None — Approved,None,PASS,None
KBDL-MOT-001,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates the locked Motion Purpose rule, principles.md §5.1); project-owner-approved KBDL-005 implementation prompt","motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1",Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed),Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",None — Approved,None,PASS,None
KBDL-MOT-002,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-005 implementation prompt; authoritative provenance: User-provided,"motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1",Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed),Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",None — Approved,None,PASS,None
KBDL-MOT-003,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly extends KBDL-PRN-002),"motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1","motion/README.md §2, §3.3, motion/foundations.md §1",Manual review confirming every documented pattern cites an approved purpose; manual terminology-consistency review (performed),Manual review recorded in motion/validation.md §6,"Per-component purpose assignment depends on the Components module (CMP), not yet reached",None — Approved,None,PASS,None
