Requirement ID,Lifecycle,Authority source,Effective authority,Targets,Missing targets,Resolved
KBDL-PRO-011,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","consolidates the already-Approved Precision interpretation in principles.md §9.2, foundations/README.md §4.2, themes/README.md §8 Precision, motion/patterns.md §10.2, and responsive.md §29; project-owner-approved KBDL-009 implementation prompt",None,None,True
KBDL-PRO-012,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","consolidates the already-Approved Flow interpretation in principles.md §9.3, foundations/README.md §4.3, themes/README.md §8 Flow, motion/patterns.md §10.3, and responsive.md §30; project-owner-approved KBDL-009 implementation prompt",None,None,True
KBDL-PRO-013,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-055 hover-independent- discoverability prohibition, KBDL-CMP-072 tooltip-naming- independence rule, and KBDL-CMP-107 carousel pause/stop/hide requirement",KBDL-CMP-051; KBDL-CMP-055; KBDL-CMP-066; KBDL-CMP-072; KBDL-CMP-107,None,True
KBDL-PRO-014,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-010 WCAG 24×24 target- size minimum, KBDL-CMP-070 native-table/grid-misuse prohibition, and KBDL-CMP-055 hover-independent-discoverability prohibition",KBDL-CMP-010; KBDL-CMP-051; KBDL-CMP-055; KBDL-CMP-066; KBDL-CMP-070,None,True
KBDL-PRO-015,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, and KBDL-CMP-090 toast critical-information-persistence requirement",KBDL-CMP-051; KBDL-CMP-066; KBDL-CMP-090,None,True
KBDL-PRO-016,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-017,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-018,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-019,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","restates the already-Approved KBDL-PRN-003, extended explicitly to per-profile mapping",KBDL-PRN-003,None,True
KBDL-PRO-020,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",restates and extends the already- Approved KBDL-CMP-051 explicitly to this module's own mapping,KBDL-CMP-051,None,True
KBDL-PRO-021,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",restates and extends the already- Approved KBDL-CMP-066 explicitly to this module's own mapping,KBDL-CMP-066,None,True
KBDL-PRO-022,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","restates the already-Approved Consumer Comprehension principle, principles.md §6.3, and the already-Approved KBDL-CMP-101/103 honest-system-state- communication rules",KBDL-CMP-101,None,True
KBDL-PRO-023,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","restates the already-Approved KBDL-CMP-063, 064, 098, 101, 103, 104 security and correctness principles, extended explicitly to profile emphasis by the approved KBDL-009 prompt's Security Requirements section",KBDL-CMP-063,None,True
KBDL-PRO-024,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",restates principles.md §8 and governance.md § Exception process; project-owner-approved KBDL-009 implementation prompt,None,None,True
KBDL-PRO-025,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt",None,None,True
KBDL-PRO-026,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,None,None,True
KBDL-PRO-027,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-028,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-PRO-029,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,None,None,False
KBDL-RSP-001,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates the locked responsive-content-priority rule, principles.md §5.1); project-owner-approved KBDL-006 implementation prompt",None,None,True
KBDL-RSP-002,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,None,None,True
KBDL-RSP-003,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,None,None,True
KBDL-RSP-004,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,None,None,True
KBDL-RSP-005,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,None,None,True
KBDL-RSP-006,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",None,None,True
KBDL-RSP-007,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)",None,None,True
KBDL-RSP-008,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Recommended (the constant-meaning rule is Approved per KBDL-PRN-006; exact collapse thresholds are new),KBDL-PRN-006,None,True
KBDL-RSP-009,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)",KBDL-PRN-003,None,True
KBDL-RSP-010,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates foundations/iconography-media.md §2.3, §2.5); project-owner-approved KBDL-006 implementation prompt",None,None,True
KBDL-RSP-011,Recommended,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Recommended (new KBDL-006 policy),None,None,False
KBDL-RSP-012,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1); project-owner-approved KBDL-006 implementation prompt",None,None,True
KBDL-RSP-013,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",None,None,True
KBDL-RSP-014,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Approved (restates Technical Utility's predictable-behavior quality); project-owner-approved KBDL-006 implementation prompt,None,None,True
KBDL-RSP-015,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)",None,None,True
KBDL-RSP-016,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)",None,None,True
KBDL-RSP-017,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail); project-owner-approved KBDL-006 implementation prompt",None,None,True
KBDL-RSP-018,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)",None,None,True
KBDL-RSP-019,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",None,None,True
KBDL-RSP-020,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)",None,None,True
KBDL-RSP-021,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved (restates motion/foundations.md §4, already Approved); project-owner-approved KBDL-006 implementation prompt",None,None,True
KBDL-RSP-022,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,None,None,True
KBDL-THM-001,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,None,None,True
KBDL-THM-002,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,None,None,True
KBDL-THM-003,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists""); project-owner-approved KBDL-004 implementation prompt",None,None,True
KBDL-THM-004,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval, see KBDL-DEC-013)",KBDL-DEC-013,None,True
KBDL-THM-005,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement","Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override",KBDL-GOV-002,None,True
KBDL-THM-006,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,None,None,True
KBDL-THM-007,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,None,None,True
KBDL-THM-008,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,None,None,True
KBDL-THM-009,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),None,None,True
KBDL-THM-010,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Approved (opaque caption-band strategy only; translucent variants remain Not verified and excluded),None,None,True
KBDL-THM-011,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),None,None,True
KBDL-THM-012,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Approved (conceptual guidance only; no timing/easing value exists or is approved here); project-owner-approved KBDL-004 implementation prompt,None,None,True
KBDL-THM-012a,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Approved — directly derived from the already-approved enhanced motion-safety requirement (decision-register.md § KBDL-DEC-010),KBDL-DEC-010,None,True
KBDL-THM-013,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),None,None,True
KBDL-THM-014,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),None,None,True
KBDL-THM-015,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),None,None,True
KBDL-VAL-001,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved KBDL-011 prompt,None,None,True
KBDL-VAL-002,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt,None,None,True
KBDL-VAL-003,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt and GOV-003,None,None,True
KBDL-VAL-004,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt and GOV-003,None,None,True
KBDL-VAL-005,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt,None,None,True
KBDL-VAL-006,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt,None,None,True
KBDL-VAL-007,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt,None,None,True
KBDL-VAL-008,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt and prior shared-architecture rules,None,None,True
KBDL-VAL-009,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt,None,None,True
KBDL-VAL-010,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt,None,None,True
KBDL-VAL-011,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved prompt,None,None,True
KBDL-VAL-012,Approved,"Authoritative field, lifecycle rationale, approved module prompt, decision, standard, or prior Approved requirement",approved KBDL-011 prompt,None,None,True
