Resolution issue ID,Category,Requirement ID,Field or relationship,Current candidate value,Current candidate source,Permitted authoritative source,Authoritative source found,R16 defect category,R16 evidence reference,Affected validation gate,Affected effective record,Related requirements,Related decisions,Related packet item,Related standard,Current risk,Recommended resolution approach,Alternative approaches,Trade-offs,Required owner decision,Implementation action potentially unlocked,Additional approval required,Owner decision,Owner decision date,Owner evidence,Resolution status,Notes
SMR1-KL-0155,Known limitation,KBDL-MOT-013,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-013,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-013's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0156,Known limitation,KBDL-MOT-014,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-014,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-014's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0157,Known limitation,KBDL-MOT-015,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-015,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-015's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0158,Known limitation,KBDL-MOT-016,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-016,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-016's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0159,Known limitation,KBDL-MOT-017,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-017,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-017's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0160,Known limitation,KBDL-MOT-018,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-018,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-018's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0038,Validation classification,KBDL-MOT-019,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-019,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-019's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0161,Known limitation,KBDL-MOT-019,Known limitation,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-019,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-019's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0162,Known limitation,KBDL-MOT-020,Known limitation,No intermediate-frame contrast measurement has actually been performed against a live implementation,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-020,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-020's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0039,Validation classification,KBDL-MOT-021,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-021,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-021's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0163,Known limitation,KBDL-MOT-021,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-021,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-021's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0164,Known limitation,KBDL-MOT-022,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-022,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-022's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0165,Known limitation,KBDL-MOT-023,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-023,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-023's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0040,Validation classification,KBDL-MOT-024,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-024,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-024's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0166,Known limitation,KBDL-MOT-024,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-024,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-024's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0167,Known limitation,KBDL-MOT-025,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-025,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-025's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-KL-0168,Known limitation,KBDL-MOT-026,Known limitation,"No implementation exists to measure actual frame rate, input latency, or cross-input-method behavior",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-026,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-026's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0041,Validation classification,KBDL-MOT-028,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-028,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-028's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-VC-0042,Validation classification,KBDL-MOT-029,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-029,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-029's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-VC-0043,Validation classification,KBDL-MOT-030,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-030,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-030's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0169,Known limitation,KBDL-MOT-030,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-030,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-030's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0044,Validation classification,KBDL-MOT-031,Validation classification,Not verified,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-031,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-031's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-KL-0170,Known limitation,KBDL-MOT-031,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv ; limitation-scope-audit.csv,VAL-006; VAL-005,KBDL-MOT-031,,,,,Not-verified/excluded scope relationship,No approach recommended; options only: PROVIDE APPROVED LIMITATION SOURCE / CONFIRM CURRENT LIMITATION AS CURRENT NON-RETROACTIVE GOVERNANCE / REVISE LIMITATION / REMOVE UNSUPPORTED LIMITATION / DEFER DECISION,Removing the limitation text without a supporting source risks silently narrowing disclosed scope.,No limitation is accepted through packet preparation; confirming current text as governance would be current and non-retroactive only. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-031's known limitation field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,Shared with R16 LIMITATION_MISMATCH finding: derived Not-verified/excluded scope = 'not verified not verified'; exact normalized scope overlap = 'None' (limitation-scope-audit.csv).
SMR1-VC-0045,Validation classification,KBDL-MOT-032,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-032,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-032's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
SMR1-VC-0046,Validation classification,KBDL-MOT-033,Validation classification,Not applicable,traceability-metadata.csv (candidate only),A — Normative-owned,None,UNRESOLVED_FIELD_SOURCE,unresolved-field-sources.csv,VAL-003; VAL-006,KBDL-MOT-033,,,,,Normative record,No approach recommended; options only: PROVIDE ORIGINAL OR APPROVED SOURCE / CONFIRM CURRENT CLASSIFICATION AS NEW CURRENT AUTHORITY / REVISE CLASSIFICATION / SET TO NOT VERIFIED / DEFER DECISION,Setting to Not verified is the most conservative alternative and requires no new authority.,Confirming current classification as new current authority would be current and non-retroactive; would not reconstruct historical approval; would not prove execution evidence; would not change lifecycle; would require a later recording and validation prompt. Prohibited automatic correction: Ledger/readable-group self-proof.,Approve an independent source or preserve Not verified,"A future recording/validation prompt for KBDL-MOT-033's validation classification field, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,SOURCE EVIDENCE REQUIRED,
